_id,branches_count,company_name,company_status,content,country,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue,revenue_range,source,technologies_used,views,year_founded,country_type,company_size,last_seen_day,last_seen_month,last_seen_year
64565ddc7adef2f79c969e7d,0.0,eeckman.eu,active,"Eeckman Art & Insurance, today directed by Marc and Eric Hemeleers, grandsons of the founder, has acquired in three generations a reputation of excellence in providing advice on insurance matters pertaining to the art world. Eeckman Art & Insurance offers adapted solutions to private collectors, art professionals, and cultural institutions and privileges quality of service, flexibility and discretion. Mandated by major insurance companies, including Axa Art, Hiscox, Lloyd’s and Catlin, Eeckman Art & Insurance today has a unique standing with its offices in Brussels, Geneva and Paris, and with its Antwerp partner Insurance & Business Consulting.

Since 2003, the international development Eeckman Art & Insurance is realized by opening an office in Geneva today represented by Alexandre de Lisle. The idea of extending the Eeckman Art & Insurance service to a customer resident in Switzerland and in need of complete and specific cross-border solutions was created/born with his meeting with Marc and Eric Hemeleers. Sharing the same values as its leaders, Alexander de Lisle creates and fosters a relationship of trust with its customers, supports them in their search for ""solutions"" corresponding to the comprehensive and international services of Eeckman Art & Insurance. This fruitful collaboration allows Eeckman Art & Insurance to acquire a central position in Europe, to meet a market with very specific queries.",Belgium,"28 Oct, 2022 02:04:47 UTC","Notre cabinet de courtage et de souscription en assurances jouit depuis 80 ans de la reconnaissance des meilleurs marchés internationaux. 
Appréciés comme spécialistes par les compagnies d'assurance et les professionnels de l'art, nous nous adressons aux personnes partageant nos valeurs et une même passion pour l'art. 
Collectionneurs, gestionnaires de patrimoines, professionnels, musées ou institutionnels trouvent en nous un interlocuteur qui comprend, analyse et propose des solutions innovantes et adaptées en Assurance.
Nous consolidons et exportons aujourd'hui notre savoir-faire aux travers de nos bureaux belge, français, luxembourgeois et suisse.
Fidèles à l'esprit de notre fondateur, nous apportons également notre soutien à la création artistique au travers de partenariats ou d'actions de mécénat culturel.",Eeckman Art & Insurance,13.0,10 - 50,Insurance,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/L5BIVxLfJTVE2fPm634abdff83bb3,,,1M - 10M,lockbit,"[""CloudFlare"",""Google Analytics""]",27480.0,,european,small,14,5,2023
64565de37adef2f79c969e7e,0.0,centurion.com.pl,active,"Drzwi wewnętrzne - Producent Centurion-R
Wysoka jakość drzwi i bogata linia wzornicza. Nowoczesne produktu i solidne wykonanie. Posiadamy w ofercie drzwi wewnętrzne, drzwi akustyczne",Poland,"19 Oct, 2022 17:29:17 UTC","Wysoka jakość drzwi i bogata linia wzornicza. Nowoczesne produktu i solidne wykonanie. Posiadamy w ofercie drzwi wewnętrzne, drzwi akustyczne, drzwi przeciwpożarowe oraz drzwi antywłamaniowe.",Centurion R,,,,True,2023-05-14 06:40:49.480000+00:00,49.534070299999996,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/7R2atn1AXt25HKMD634ab5ade2787,22.2229086,,,lockbit,"[""Google DoubleClick"",""Google Tag Manager"",""ShareThis""]",25328.0,,european,big,14,5,2023
64565de47adef2f79c969e7f,0.0,Quantumce.com,active,Quantum Consulting Engineers is a Seattle based structural engineering firm specializing in the structural design for new and existing buildings.,United States,"28 Oct, 2022 01:19:41 UTC","Quantum Consulting Engineers offers structural engineering services for new and existing buildings, including new construction, tenant improvements, renovation, and historic rehabilitation projects. We also provide seismic analysis, upgrade design, value engineering, and peer reviews. We have extensive experience designing in structural steel, light-gauge steel, concrete, post-tensioned concrete, masonry, and wood. Our knowledge of historic structures and modernization of existing facilities also provides a valuable understanding of the behavior of various structural systems and enables us to refine the design and efficiently address items that are the key to a successful project. Our vision is to focus on the project and to be a proactive member of the design team.  

Our clients benefit from Quantum’s single-source, principal-level project responsibility and accountability. We have the resources to properly address all of your project needs, and we pride ourselves on listening to your comments and questions.","QUANTUM CONSULTING ENGINEERS, LLC",,10 - 50,Construction,True,2023-05-14 06:40:49.480000+00:00,47.610096,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/0HkOa1poKwQ8jQpv634ab36d56589,-122.33811999999999,,1M - 10M,lockbit,"[""Google Tag Manager"",""WooCommerce"",""WordPress""]",25645.0,2002.00s,usa,small,14,5,2023
64565de67adef2f79c969e80,0.0,groupesavoie.com,active,"Decades of know-how and innovation in hardwood processing. Groupe Savoie is truly your best resource when looking for a reliable hardwood sourcing partner.
Founded in 1978, we have carved an enviable reputation as a leading producer of a wide range of top-quality hardwood products, including pallets and pallet components, cabinet and furniture components, hardwood lumber, tone wood components, ecological fuels, wood chips, and more. Our business is vertically integrated: we harvest and acquire wood, which is then optimally processed and transformed into top-quality hardwood products for a variety of applications.

Groupe Savoie’s vision is to be a company recognized for adding the maximum value to available forest resources. Our mission has always been to manufacture products of exceptional quality—all while ensuring sustainable forest practices and contributing to the development and quality of life of our employees and communities.

Today, we are shifting the way customers think about buying hardwood products. Indeed, we’re not “just” a supplier of hardwood products; we are an innovative manufacturer that provides end-to-end services for our customers to get the right type of product, the right level of quality, right when they need it. From our investments in cutting-edge technology and continuous improvement to product diversification to guaranteed delivery, Groupe Savoie is your one-stop-shop for all your hardwood product needs. This is what sets us truly apart and ahead of the pack.

Groupe Savoie’s industrial facilities include two sawmills, one pallet plant, one component plant, one pellet plant, and dry kilns in St-Quentin, N.B., one component plant and a dry kilns in Kedgwick, N.B., one pallet production and recycling plant in Moncton, N.B., and one sawmill in Westville, Nova-Scotia.
What’s more: Groupe Savoie’s sawmills produce 80 million FBM (190 000 m3) of hardwood lumber annually and over 2 million pallets. We benefit from a guaranteed allocation of wood resources from both Crown lands and private wood lot owners.

A constant supply of kiln dried hardwood to our component production plants is guaranteed by 12 modern kilns equipped with automated quality control systems that dry over 12 million FBM (28,000 m3) a year. The end result? Access to an unprecedented production capacity that is always delivered on time. Our customers across North America, Europe, and Asia can rely on us to get the job done right and delivered on time.

If you are looking to experience a new and better way to purchase hardwood products, rely on a wood sourcing partner that goes the extra mile. Rely on Groupe Savoie.",Canada,"27 Oct, 2022 05:15:55 UTC","Founded in 1978, we have carved an enviable reputation as a leading producer of a wide range of top-quality hardwood products, including pallets and pallet components, cabinet and furniture components, hardwood lumber, tone wood components, ecological fuels, wood chips, and more. Our business is vertically integrated: we harvest and acquire wood, which is then optimally processed and transformed into top-quality hardwood products for a variety of applications.

Groupe Savoie’s vision is to be a company recognized for adding the maximum value to available forest resources. Our mission has always been to manufacture products of exceptional quality—all while ensuring sustainable forest practices and contributing to the development and quality of life of our employees and communities.

Today, we are shifting the way customers think about buying hardwood products. Indeed, we’re not “just” a supplier of hardwood products; we are an innovative manufacturer that provides end-to-end services for our customers to get the right type of product, the right level of quality, right when they need it. From our investments in cutting-edge technology and continuous improvement to product diversification to guaranteed delivery, Groupe Savoie is your one-stop-shop for all your hardwood product needs. This is what sets us truly apart and ahead of the pack.

Groupe Savoie’s industrial facilities include two sawmills, one pallet plant, one component plant, one pellet plant, and dry kilns in St-Quentin, N.B., one component plant and a dry kiln in Kedgwick, N.B., one pallet production and recycling plant in Moncton, N.B., and one sawmill in Westville, Nova-Scotia.",Groupe Savoie Inc.,,"500 - 1,000",Manufacturing,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/9emSdLbmQx57qV1O634ab28be206f,,,100M - 200M,lockbit,"[""Google Analytics"",""Google Tag Manager""]",26352.0,1978.00s,other,big,14,5,2023
64565de87adef2f79c969e81,0.0,eureka-puzzle.eu,active,"Today we offer over 111 unique puzzle designs, devided into 2 well-known brand names: Eureka 3D Puzzles and Huzzle Cast Puzzles. Both ranges find their way to more than 40 countries.
In 2010 we created our own activity range Acrobat, which mostly consists out of juggling items. In 2018 we gave birth to our latest creation: Our logic thinking Ah!Ha games.
During the course of time we became the Benelux distributor for several other brands. As you can see, our company keeps growing, step by step.",Belgium,"21 Oct, 2022 09:05:45 UTC",Eureka is your partner when it comes to brainteasers and 3D puzzles. Looking for a challenge or just some fun? We’ll help you out.,EUREKA,,,Wholesale,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/QcGon9bkjuPXywHU634ab0297efe2,,,,lockbit,"[""Google Tag Manager"",""MaxCDN"",""WooCommerce"",""WordPress""]",28517.0,1992.00s,european,big,14,5,2023
64565deb7adef2f79c969e82,0.0,mk.co.th,active,"Continue to build on company strength of low rise residential estate development Continue to build on company strength of low rise residential estate development
Leverage Chuan

Chuen brand and ensure to make quality value for money homes.
Chuen"" both in quality Diversifying

business away from residential development and sales to balance business portfolio by recurring income base and new growth engine
adjust the company's revenue structure to be balanced. by adding businesses that can generate consistent income as well as creating new businesses with potential for growth In addition to housing development and sales

Maintain prudent debt to equity level and efficient use of capital for higher return to shareholders
Discipline in maintaining the debt-to-equity ratio and use capital efficiently to provide shareholders with better returns",Thailand,"23 Oct, 2022 07:33:13 UTC","M.K. Real Estate Development Public Company Limited is a Thailand-based company engaged in property development. The Company operates three business segments: real estate segment, which is land and buildings construction and development; property rental and services segment, and golf course segment. The Company focuses on low-rise residential projects comprising single-detached houses and duplexes under the brand names of Chuan Chuen and Serene House. The Company's subsidiary comprises Mancon Company Limited engaged in property development.",MK Real Estate Development PCL,258.0,200 - 500,Real Estate,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/69DiV0WlHsbVglHI6349651959d95,,135640857.0,100M - 200M,lockbit,"[""Google DoubleClick"",""Google Tag Manager""]",29480.0,1973.00s,other,big,14,5,2023
64565dec7adef2f79c969e83,0.0,villajuris.be,active,"Villa Juris Advocaten
15 GB data
villajuris.be/privacy-verklaring",Belgium,"24 Oct, 2022 16:24:02 UTC",Particulieren - Ondernemers - Overheden,Villa Juris Advocaten,15.0,10 - 50,Law Practice,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/ywU1LTnbpUZkrNJd634962f2da755,,,1M - 10M,lockbit,"[""WooCommerce"",""WordPress""]",22103.0,2000.00s,european,small,14,5,2023
64565dee7adef2f79c969e84,0.0,heronconstruction.co.nz,active,"heronconstruction.co.nz
Heron Construction is a family owned and operated marine construction company that specialises in using backhoe dredgers for marine dredging. Established in 1964, our team has been providing construction companies with a quality dredging service for over 45 years.
CONTACT US

icon phone +64 (09) 299 9767
icon mail info@heronconstruction.co.nz

icon location
Heron Construction Co Ltd.
PO Box 72561
Papakura 2244
New Zealand",New Zealand,"24 Oct, 2022 23:16:04 UTC","Heron Construction is a family owned and operated marine construction company that specialises in using backhoe dredgers for marine dredging. Established in 1964, our team has been providing construction companies with a quality dredging service for over 45 years.
Using backhoe and cutter suction dredgers, our team can help with the deepening of harbours, marinas, desedimentation and marine excavations.
To complement dredging operations Heron Construction can provide a complete hydrographic survey service. This includes pre and post dredge surveys, interim progress surveys, LINZ clearance survey, volume calculations and supplying reports and plans in either paper or digital format.",Heron Construction Company Ltd.,,,Maritime,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/gXPszwytih5IRH0H634961141cde7,,,,lockbit,"[""CloudFlare""]",19161.0,1964.00s,other,big,14,5,2023
64565df17adef2f79c969e85,0.0,kilvington.vic.edu.au,active,"Kilvington is an independent, coeducational Baptist school in Melbourne with a strong sense of community and a rich history, offering comprehensive education from Early Learning to VCE.",Australia,"24 Oct, 2022 22:49:58 UTC","Kilvington is a K-12, co-ed independent school in Ormond, Victoria. Our mission is to inspire our students to strive for academic excellence, and to nurture aspirations in a caring, family-oriented community to become people of depth, strength, integrity and character.

A Kilvington education – academic excellence

At Kilvington we prepare girls and boys for the challenges of a rapidly changing world by providing them with a learning environment that fosters academic excellence, personal growth and global engagement.

Students’ goals are strongly supported by Kilvington’s outstanding teachers and welcoming and
friendly community.

Differentiated learning

The Kilvington educational philosophy begins and ends with the uniqueness of each student, with teaching styles matched to the students’ individual needs and interests. Our comprehensive Arts and Sport programs develop students’ musical, dramatic and physical abilities, and make essential contributions to our key aim of catering for the ‘whole child’.

Kilvington is renowned for its excellent Pastoral Care program which allows teachers to work with the students and their families to ensure each student’s health, wellbeing and happiness.

For more information call 03 9578 6231, visit kilvington.vic.edu.au, or come to see us at 2 Leila Road, Ormond, Victoria, 3204",Kilvington Grammar School,,,Primary/Secondary Education,True,2023-05-14 06:40:49.480000+00:00,-37.899498,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/JobARlrWd68u2XcI63495af603381,145.04137,,,lockbit,"[""Google Tag Manager"",""Varnish""]",20171.0,1923.00s,other,big,14,5,2023
64565df67adef2f79c969e86,1.0,bankruptcypa.com,active,"Customer information, passports, bank accounts, audio calls, personal data",United States,"27 Oct, 2022 00:14:59 UTC","Obtain freedom from harassing debt collectors and overwhelming bills by calling our Scranton bankruptcy lawyers today. Sabatini Freeman, LLC is here to help!",Bankruptcy Law Firm,,10 - 50,Legal Services,True,2023-05-14 06:40:49.480000+00:00,41.40752,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/VG9nU8PzShAH4l3D634952c3b2803,-75.66412,,1M - 10M,lockbit,"[""Google Tag Manager"",""Gravatar"",""WooCommerce"",""WordPress""]",21394.0,,usa,small,14,5,2023
64565dfb7adef2f79c969e87,0.0,marktel.es,active,"Marktel, the Full BPO company that brings people and customers together The contact center that relies on innovation and empathy to bring people and clients together When you care about people, distances are shorter, but services don't change Full BPO Integrating services through smart business solutions tailored to the needs of each client.
We downloaded your clients data, finance data and other interesting company data.",Spain,"22 Oct, 2022 14:53:19 UTC","Grupo Marktel es un grupo empresarial que ofrece soluciones globales a sus clientes en el ámbito de la externalziación de servicios con el máximo nivel de especialización en las lineas de negocio:

   - BPO
   - Contact Center
   - Outsourcing Tecnológico",Marktel,1356.0,"1,000 - 5,000",Management Consulting,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/2TKuSBWLO9Xj8wYh6346d4df63eea,,,200M - 1B,lockbit,"[""WordPress""]",20317.0,2000.00s,european,big,14,5,2023
64565dff7adef2f79c969e88,2.0,mtrx.com,active,"Matrix Networks provides IP communication and information technology solutions in the areas of voice, wireless internet, video collaboration, and cloud.",United States,"19 Oct, 2022 04:09:41 UTC","Your Partner for Modern Business Technology. Expertise in Cloud Phone Systems, LAN/WAN Optimization, and Business Internet Services.",Matrix Communications Corporation,28.0,10 - 50,Computer Hardware,True,2023-05-14 06:40:49.480000+00:00,45.439083000000004,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/HIgjWrYSBAqvoxyq63463e05f3545,-122.61866,,1M - 10M,lockbit,"[""Amazon Cloudfront"",""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""HubSpot""]",25624.0,1984.00s,usa,small,14,5,2023
64565e017adef2f79c969e89,2.0,mtrx.com,active,rpca.com.au,United States,"19 Oct, 2022 04:08:24 UTC","Your Partner for Modern Business Technology. Expertise in Cloud Phone Systems, LAN/WAN Optimization, and Business Internet Services.",Matrix Communications Corporation,28.0,10 - 50,Computer Hardware,True,2023-05-14 06:40:49.480000+00:00,45.439083000000004,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/Sceg4qpWhuBbgmpv63463db8bd7bb,-122.61866,,1M - 10M,lockbit,"[""Amazon Cloudfront"",""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""HubSpot""]",27354.0,1984.00s,usa,small,14,5,2023
64565e027adef2f79c969e8a,2.0,mtrx.com,active,stileslawyers.com,United States,"19 Oct, 2022 04:00:54 UTC","Your Partner for Modern Business Technology. Expertise in Cloud Phone Systems, LAN/WAN Optimization, and Business Internet Services.",Matrix Communications Corporation,28.0,10 - 50,Computer Hardware,True,2023-05-14 06:40:49.480000+00:00,45.439083000000004,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/NjffSma4v3ULcYoC63463bf6c3447,-122.61866,,1M - 10M,lockbit,"[""Amazon Cloudfront"",""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""HubSpot""]",19862.0,1984.00s,usa,small,14,5,2023
64565e057adef2f79c969e8b,2.0,mtrx.com,active,nationaltrust.com,United States,"19 Oct, 2022 03:47:03 UTC","Your Partner for Modern Business Technology. Expertise in Cloud Phone Systems, LAN/WAN Optimization, and Business Internet Services.",Matrix Communications Corporation,28.0,10 - 50,Computer Hardware,True,2023-05-14 06:40:49.480000+00:00,45.439083000000004,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/4qxvW7sec69Obej4634638b7cf4b3,-122.61866,,1M - 10M,lockbit,"[""Amazon Cloudfront"",""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""HubSpot""]",21709.0,1984.00s,usa,small,14,5,2023
64565e077adef2f79c969e8c,1.0,tdwood.com,active,"Thomas D. Wood and Company is a privately held real estate investment banking firm specializing in Florida’s commercial and Multi-family real estate capital markets. Founded in 1987 by Thomas D Wood Sr. and Thomas D Wood Jr., the company has become one of Florida’s premiere real estate lenders with over $10 billion in transactional experience throughout Florida and the continental United States.",United States,"12 Oct, 2022 14:36:01 UTC","Thomas D. Wood and Company is a privately held real estate investment banking firm specializing in Florida’s commercial and Multi-family real estate capital markets. Founded in 1987 by Thomas D Wood Sr. and Thomas D Wood Jr., the company has become one of Florida’s premiere real estate lenders with over $10 billion in transactional experience throughout Florida and the continental United States.Thomas D. Wood and Company is dedicated to providing the highest level of personalized service, intimate knowledge of the local real estate market, while maintaining long-standing relationships with the top institutional lenders for real estate investors with best-in-class financing solutions. Thomas D. Wood and Company specializes in arranging capital for commercial real estate investors.

Thomas D. Wood and Company has correspondent relationships with a number of leading life insurance company lenders as well as active banks, private lenders, portfolio lenders and credit tenant lease lenders. For more information, please visit us at www.tdwood.com.",THOMAS D. WOOD AND COMPANY,,10 - 50,Commercial Real Estate,True,2023-05-14 06:40:49.480000+00:00,25.683844,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/0xnVqy55jXu0bd1163442dd1302ad,-80.31470999999999,,1M - 10M,lockbit,"[""Amazon AWS S3"",""MailChimp"",""WordPress""]",29660.0,1986.00s,usa,small,14,5,2023
64565e097adef2f79c969e8d,3.0,jtchapman.com,active,"JTCHAPMAN 300GB PUBLISH

P.O. Box 560523

Dallas, TX 75356

Telephone (972) 721-0080

Fax (972) 438-5507

Sales@JTChapman.com",United States,"10 Oct, 2022 14:18:54 UTC",Power Transmission Sales & Support,J.T. CHAPMAN COMPANY,38.0,10 - 50,Wholesale,True,2023-05-14 06:40:49.480000+00:00,32.836197,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/jNI3y8lrtyAoVAL163441bbe8c941,-96.897575,,1M - 10M,lockbit,[],18029.0,1960.00s,usa,small,14,5,2023
64565e277adef2f79c969e8e,0.0,securityalliancegroup.com,active,"Founded in 2001, Security Alliance has grown steadily and currently employs more than 1,400 security professionals in four countries. While maintaining the small company feel, Security Alliance has developed a network of resources and partnerships that have made our reach truly global.",United States,"16 Oct, 2022 21:50:08 UTC",Protect what is most important to your organization with our professional security services. We deliver critical commercial security services.,"Security Alliance Group, LLC",,,,True,2023-05-14 06:40:49.480000+00:00,25.782926999999997,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/DWQb9CLR4aYen57L634342105f07f,-80.33237,,,lockbit,"[""Google Analytics"",""Gravatar"",""ShareThis"",""WordPress""]",18655.0,2001.00s,usa,big,14,5,2023
64565e297adef2f79c969e8f,1.0,cedemo.com,active,"Since 2008, Cedemo has established itself as a leading entertainment database service agency specializing in video games, toys and DVD/BluRay.",Monaco,"18 Oct, 2022 17:17:22 UTC","Cedemo is a Digital Marketing Agency specialized in producing videos and providing Home Entertainment media and meta database.

Our mission is to deliver happy customers, ROI and differentiation from a slew of value added services, built on our vast multi-language database of uber meta-data and videos (Video games, DVDs/BluRays and Toys).

Founded in 1989. At a time when only the movie industry was showing trailers, Cedemo initiated the production of video games trailers. Since 2008, Cedemo has established itself as a leading entertainment database services agency specializing in Video Games, Toys and DVD/BluRays.

Located in Monaco, home to 120 different nationalities, we are perfectly placed to manage global digital marketing missions.

Cedemo is a global strategic partner of Sony DADC Genba, supplying videos and meta-data.

The company is managed by Keith Jones and Fabrice Papazian - business partners for more than ten years. Keith is in charge of the commercial side of the company while Fabrice heads up technical operations. Mathieu Ravanier oversees production and Melody Meyblum is responsible for marketing.

The Cedemo team is dynamic and reactive and is motivated by opportunites of working on international level projects from their Monaco base.",Cedemo,16.0,10 - 50,Marketing and Advertising,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/yo6xref3nEI9eJac6342c9e2e7724,,,1M - 10M,lockbit,"[""WooCommerce"",""WordPress""]",20623.0,1989.00s,european,small,14,5,2023
64565e2b7adef2f79c969e90,0.0,alliedusa.com,active,"Allied builds the highest quality desks and tables for education and business users, Top quality, made in the USA, classroom, medical office, retail",United States,"18 Oct, 2022 02:11:44 UTC","Allied | 42 followers on LinkedIn. Innovative Designs for Creative Spaces | Established in 1945 and headquartered in Jacksonville, Florida; Allied is a family owned and operated company that manufactures a wide range of specialty and custom-crafted solutions for the school, office and food service industries. Our product lines are sold through a diverse, non-exclusive network of distributors who choose Allied of our uncompromising commitment to quality and customer satisfaction. Our dedicated craftsmen, many of whom have grown with us throughout the decades, continue to shape the innovative designs that meet today’s office and classroom needs while upholding the traditional values Allied was founded upon; superior design and quality we stand behind!",Allied,,,Furniture,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/XUmKaAlAsEA0Pe626342c89057980,,,,lockbit,"[""Google Tag Manager""]",23007.0,1945.00s,usa,big,14,5,2023
64565e2e7adef2f79c969e91,2.0,dragages-ports.fr,active,"dragages-ports.fr
Le groupement d’intérêt économique (GIE) DRAGAGES-PORTS a été créé en 1979. Les membres de ce GIE sont l’Etat (Ministère des Transports), les sept grands ports maritimes métropolitains (Dunkerque, Le Havre, Rouen, Nantes-Saint-Nazaire, La Rochelle, Bordeaux et Marseille) et la Région Hauts-de-France. Sa vocation est d’optimiser les coûts de dragage d’entretien : il assure la constitution, la maintenance et le renouvellement d’un parc de dragues et d’engins de services le mieux adapté possible aux besoins des ports. Le GIE met les dragues à disposition des Grands Ports Maritimes en s’assurant du meilleur emploi possible de l’ensemble du parc. De leur côté, les Grands Ports Maritimes remplissent le rôle d’armateur des navires : à ce titre notamment ils recrutent les équipages et organisent les opérations de dragage d’entretien.",France,"17 Oct, 2022 01:04:59 UTC",,DRAGAGES PORTS,,10 - 50,Retail,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/UB91XkczEbkNKOT56342c6fbbec9b,,30000000.0,10M - 50M,lockbit,[],29525.0,1980.00s,european,small,14,5,2023
64565e307adef2f79c969e92,1.0,buydps.com,active,"Your Packaging Partner
As Florida's largest privately owned distributor of corrugated
products and packaging supplies, our committment to our
customers is the cornerstone of our business",United States,"19 Oct, 2022 03:55:38 UTC",Florida’s largest privately owned distributor of corrugated products & packaging supplies - Your Total Solution for Packaging - (305) 624-8388,"Dependable Packaging Solutions, Inc.",,10 - 50,Packaging and Containers,True,2023-05-14 06:40:49.480000+00:00,25.917084,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/ajlR9yvT6iwoiIS86342c4ca3f5ab,-80.22254000000001,,1M - 10M,lockbit,[],22998.0,2006.00s,usa,small,14,5,2023
64565e487adef2f79c969e93,0.0,hriindia.com,active,HRI is India’s fastest growing manufacturer and marketer of premium beauty products. We blend ancient Ayurveda and modern science to revamp the world of beauty and provide the best products to our customers all over the world.,India,"13 Oct, 2022 07:06:04 UTC","HRI is a trusted brand in the field of cosmetics.  From hair products to skin care treatments, it has now reached every household.",Hygienic Research Institute Pvt. Ltd.,,"500 - 1,000",Manufacturing,True,2023-05-14 06:40:49.480000+00:00,,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/ejhGYmPxT6msVTg163373e1c371ff,,,100M - 200M,lockbit,"[""Amazon AWS S3"",""Google Analytics"",""Google Tag Manager"",""MaxCDN""]",20169.0,1950.00s,other,big,14,5,2023
64565e4a7adef2f79c969e94,0.0,kimed.pl,active,"Centrum Rehabilitacji KiMed oferuje Państwu szeroki wachlarz usług fizjoterapeutycznych w zakresie rehabilitacji ruchowej. Nasze Centrum posiada salę do kinezyterapii i do fizykoterapii oraz gabinet masażu. Leczymy schorzenia układu nerwowego, kostnego, zespoły bólowe i przeciążeniowe kręgosłupa, kończyn górnych oraz dolnych, urazy kończyn, stawów i stany pourazowe narządu ruchu. Fachowe i skuteczne leczenie gwarantują lekarze ze specjalizacją rehabilitacji, a także zespół fizjoterapeutów, m.in. absolwentów rehabilitacji Akademii Wychowania Fizycznego oraz Akademii Medycznej w Warszawie.",Poland,"13 Oct, 2022 07:02:36 UTC","Grupa KIMED oferuje Państwu szeroki wachlarz usługi: Rehabilitacja, Rehabilitacja Domowa, POZ, Masaże. Pracujemy z wykorzystaniem nowoczesnej aparatury, obsługiwanej przez doświadczony personel medyczny.",Centrum Rehabilitacji KiMed,,,Hospital & Health Care,True,2023-05-14 06:40:49.480000+00:00,52.236968,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/mYlth9ReOT4psFXo63373d4c4701c,21.082427,,,lockbit,"[""Google Tag Manager"",""WordPress""]",25174.0,,european,big,14,5,2023
64565e4d7adef2f79c969e95,0.0,aidsalabama.org,active,"The Way Station Capital Campaign. Located at the corner of 3rd Avenue and 7th Street North, the Way Station is designed to serve the very unique needs of homeless, runaway, and at-risk youth. In order to best serve this often unseen and especially vulnerable population, the Way Station will offer an emergency, overnight crisis stabilization .",United States,"01 Oct, 2022 21:33:34 UTC","AIDS Alabama devotes its energy and resources statewide to helping people with HIV/AIDS live healthy, independent lives and works to prevent the spread of HIV.",AIDS ALABAMA INC,,,Nonprofit Organization Management,True,2023-05-14 06:40:49.480000+00:00,33.516228000000005,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/fp1DkRByPi3noxBk6337367ec2b22,-86.779106,1344473.0,1M - 10M,lockbit,"[""Google Analytics"",""Google Tag Manager""]",19422.0,1986.00s,usa,big,14,5,2023
