country,branches_count,revenue_range,industry,employees_range,year_founded,source
60.0,0.0,-1.0,27.0,-1.0,2011.0,-1.0
60.0,1.0,-1.0,27.0,-1.0,1986.0,-1.0
60.0,2.0,-1.0,38.0,-1.0,2018.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
60.0,1.0,-1.0,18.0,-1.0,1985.0,-1.0
59.0,0.0,-1.0,17.0,-1.0,1997.0,-1.0
50.0,0.0,-1.0,18.0,-1.0,1956.0,-1.0
6.0,0.0,-1.0,38.0,-1.0,2010.0,-1.0
60.0,1.0,-1.0,32.0,-1.0,2012.0,-1.0
22.0,0.0,-1.0,84.0,-1.0,1958.0,-1.0
59.0,0.0,-1.0,100.0,-1.0,1994.0,-1.0
60.0,1.0,-1.0,17.0,-1.0,1994.0,-1.0
7.0,2.0,-1.0,37.0,-1.0,1996.0,-1.0
33.0,0.0,-1.0,-1.0,-1.0,2000.0,-1.0
60.0,0.0,-1.0,6.0,-1.0,1989.0,-1.0
60.0,5.0,-1.0,17.0,-1.0,2004.0,-1.0
60.0,1.0,-1.0,16.0,-1.0,1989.0,-1.0
60.0,0.0,-1.0,12.0,-1.0,1946.0,-1.0
60.0,17.0,-1.0,5.0,-1.0,2009.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1974.0,-1.0
60.0,0.0,-1.0,17.0,-1.0,1995.8,-1.0
60.0,13.0,-1.0,89.0,-1.0,1938.0,-1.0
50.0,0.0,-1.0,33.0,-1.0,1998.0,-1.0
1.0,0.0,-1.0,-1.0,-1.0,1974.8,-1.0
60.0,2.0,-1.0,18.0,-1.0,1876.0,-1.0
60.0,0.0,-1.0,100.0,-1.0,1980.0,-1.0
59.0,0.0,-1.0,96.0,-1.0,2008.0,-1.0
60.0,0.0,-1.0,63.0,-1.0,1988.0,-1.0
60.0,1.0,-1.0,24.0,-1.0,1890.0,-1.0
60.0,1.0,-1.0,18.0,-1.0,1974.8,-1.0
27.0,0.0,-1.0,83.0,-1.0,1865.0,-1.0
59.0,0.0,-1.0,56.0,-1.0,1901.0,-1.0
59.0,0.0,-1.0,69.0,-1.0,2004.0,-1.0
28.0,0.0,-1.0,89.0,-1.0,2005.0,-1.0
22.0,0.0,-1.0,76.0,-1.0,1958.0,-1.0
60.0,32.0,-1.0,46.0,-1.0,1922.0,-1.0
59.0,0.0,-1.0,18.0,-1.0,2005.0,-1.0
60.0,1.0,-1.0,17.0,-1.0,1993.0,-1.0
60.0,2.0,-1.0,5.0,-1.0,1977.0,-1.0
60.0,19.0,-1.0,37.0,-1.0,1831.0,-1.0
60.0,0.0,-1.0,64.0,-1.0,1969.6,-1.0
60.0,6.0,-1.0,31.0,-1.0,1984.0,-1.0
60.0,4.0,-1.0,38.0,-1.0,2012.0,-1.0
60.0,1.0,-1.0,100.0,-1.0,1929.0,-1.0
29.0,0.0,-1.0,19.0,-1.0,1969.0,-1.0
60.0,1.0,-1.0,36.0,-1.0,2006.0,-1.0
48.0,0.0,-1.0,-1.0,-1.0,1988.0,-1.0
60.0,0.0,-1.0,82.0,-1.0,2016.0,-1.0
60.0,0.0,-1.0,38.0,-1.0,1998.0,-1.0
59.0,0.0,-1.0,39.0,-1.0,1999.0,-1.0
60.0,0.0,-1.0,89.0,-1.0,1974.0,-1.0
60.0,1.0,-1.0,81.0,-1.0,1949.0,-1.0
60.0,4.0,-1.0,9.0,-1.0,1996.0,-1.0
60.0,2.0,-1.0,68.0,-1.0,1938.0,-1.0
60.0,0.0,-1.0,51.0,-1.0,1985.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
60.0,0.0,-1.0,56.0,-1.0,2007.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
22.0,0.0,-1.0,55.0,-1.0,1933.0,-1.0
9.0,0.0,-1.0,9.0,-1.0,2007.0,-1.0
60.0,0.0,-1.0,46.0,-1.0,1985.0,-1.0
60.0,1.0,-1.0,38.0,-1.0,1963.2,-1.0
60.0,32.0,-1.0,46.0,-1.0,1922.0,-1.0
60.0,1.0,-1.0,50.0,-1.0,2011.0,-1.0
59.0,0.0,-1.0,26.0,-1.0,1982.0,-1.0
60.0,8.0,-1.0,100.0,-1.0,1972.0,-1.0
60.0,0.0,-1.0,10.0,-1.0,1953.0,-1.0
60.0,0.0,-1.0,85.0,-1.0,1998.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1989.0,-1.0
26.0,0.0,-1.0,58.0,-1.0,1945.0,-1.0
60.0,17.0,-1.0,56.0,-1.0,1841.0,-1.0
60.0,0.0,-1.0,20.0,-1.0,1962.0,-1.0
60.0,1.0,-1.0,27.0,-1.0,1994.4,-1.0
1.0,0.0,-1.0,39.0,-1.0,2010.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,2006.0,-1.0
51.0,0.0,-1.0,89.0,-1.0,1982.0,-1.0
60.0,0.0,-1.0,57.0,-1.0,1988.0,-1.0
60.0,0.0,-1.0,31.0,-1.0,2000.0,-1.0
60.0,12.0,-1.0,17.0,-1.0,1981.0,-1.0
60.0,0.0,-1.0,50.0,-1.0,2002.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,2007.0,-1.0
60.0,0.0,-1.0,46.0,-1.0,1899.0,-1.0
50.0,0.0,-1.0,-1.0,-1.0,2000.0,-1.0
60.0,27.0,-1.0,6.0,-1.0,1934.0,-1.0
60.0,2.0,-1.0,79.0,-1.0,1879.0,-1.0
60.0,0.0,-1.0,4.0,-1.0,1960.0,-1.0
60.0,0.0,-1.0,34.0,-1.0,1969.0,-1.0
60.0,1.0,-1.0,100.0,-1.0,2015.0,-1.0
60.0,2.0,-1.0,76.0,-1.0,1992.0,-1.0
59.0,0.0,-1.0,94.0,-1.0,1792.0,-1.0
60.0,0.0,-1.0,45.0,-1.0,2012.0,-1.0
60.0,2.0,-1.0,16.0,-1.0,1946.0,-1.0
60.0,2.0,-1.0,18.0,-1.0,1974.0,-1.0
45.0,0.0,-1.0,7.0,-1.0,1841.0,-1.0
60.0,0.0,-1.0,51.0,-1.0,1990.0,-1.0
60.0,0.0,-1.0,12.0,-1.0,2004.0,-1.0
60.0,0.0,-1.0,29.0,-1.0,2011.0,-1.0
22.0,0.0,-1.0,91.0,-1.0,1997.0,-1.0
7.0,0.0,-1.0,36.0,-1.0,2001.0,-1.0
60.0,2.0,-1.0,51.0,-1.0,2005.0,-1.0
27.0,0.0,-1.0,97.0,-1.0,2002.0,-1.0
60.0,9.0,-1.0,17.0,-1.0,2015.0,-1.0
60.0,26.0,-1.0,19.0,-1.0,1964.0,-1.0
60.0,0.0,-1.0,100.0,-1.0,1976.0,-1.0
60.0,1.0,-1.0,96.0,-1.0,2005.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1977.0,-1.0
60.0,31.0,-1.0,27.0,-1.0,1995.0,-1.0
60.0,6.0,-1.0,33.0,-1.0,1932.0,-1.0
41.0,0.0,-1.0,-1.0,-1.0,1993.0,-1.0
60.0,35.0,-1.0,88.0,-1.0,1965.0,-1.0
60.0,2.0,-1.0,70.0,-1.0,1883.0,-1.0
60.0,3.0,-1.0,17.0,-1.0,1971.0,-1.0
60.0,1.0,-1.0,20.0,-1.0,2009.0,-1.0
60.0,2.0,-1.0,89.0,-1.0,1946.0,-1.0
60.0,1.0,-1.0,10.0,-1.0,1975.0,-1.0
14.0,0.0,-1.0,7.0,-1.0,1987.0,-1.0
27.0,0.0,-1.0,6.0,-1.0,1990.0,-1.0
60.0,9.0,-1.0,100.0,-1.0,2012.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1984.2,-1.0
7.0,1.0,-1.0,51.0,-1.0,1979.2,-1.0
52.0,0.0,-1.0,16.0,-1.0,2010.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1957.0,-1.0
60.0,2.0,-1.0,55.0,-1.0,1956.0,-1.0
2.0,0.0,-1.0,55.0,-1.0,1886.0,-1.0
60.0,0.0,-1.0,5.0,-1.0,1991.0,-1.0
60.0,0.0,-1.0,52.0,-1.0,2013.0,-1.0
22.0,0.0,-1.0,50.0,-1.0,1982.0,-1.0
20.0,0.0,-1.0,-1.0,-1.0,1913.6,-1.0
35.0,0.0,-1.0,83.0,-1.0,2010.0,-1.0
27.0,0.0,-1.0,10.0,-1.0,1967.0,-1.0
7.0,0.0,-1.0,51.0,-1.0,2015.0,-1.0
60.0,0.0,-1.0,100.0,-1.0,1953.0,-1.0
20.0,0.0,-1.0,-1.0,-1.0,2003.0,-1.0
7.0,0.0,-1.0,66.0,-1.0,1994.0,-1.0
60.0,0.0,-1.0,35.0,-1.0,1862.0,-1.0
60.0,8.0,-1.0,7.0,-1.0,1929.0,-1.0
18.0,0.0,-1.0,100.0,-1.0,1961.8,-1.0
22.0,0.0,-1.0,17.0,-1.0,1999.0,-1.0
60.0,1.0,-1.0,18.0,-1.0,1997.0,-1.0
60.0,3.0,-1.0,18.0,-1.0,2007.0,-1.0
60.0,5.0,-1.0,6.0,-1.0,1979.0,-1.0
60.0,0.0,-1.0,10.0,-1.0,1905.0,-1.0
60.0,0.0,-1.0,89.0,-1.0,1965.0,-1.0
7.0,0.0,-1.0,-1.0,-1.0,1981.0,-1.0
1.0,0.0,-1.0,-1.0,-1.0,1989.0,-1.0
8.0,0.0,-1.0,-1.0,-1.0,1981.0,-1.0
60.0,0.0,-1.0,100.0,-1.0,1987.0,-1.0
59.0,0.0,-1.0,33.0,-1.0,1993.0,-1.0
7.0,0.0,-1.0,-1.0,-1.0,1941.0,-1.0
60.0,0.0,-1.0,55.0,-1.0,2001.0,-1.0
17.0,0.0,-1.0,39.0,-1.0,1987.6,-1.0
60.0,0.0,-1.0,-1.0,-1.0,2018.0,-1.0
3.0,0.0,-1.0,45.0,-1.0,2009.0,-1.0
60.0,3.0,-1.0,100.0,-1.0,2006.0,-1.0
47.0,0.0,-1.0,83.0,-1.0,2010.0,-1.0
60.0,1.0,-1.0,18.0,-1.0,1954.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,2016.0,-1.0
60.0,0.0,-1.0,66.0,-1.0,1939.0,-1.0
60.0,0.0,-1.0,66.0,-1.0,1977.0,-1.0
60.0,0.0,-1.0,46.0,-1.0,2008.0,-1.0
60.0,3.0,-1.0,89.0,-1.0,2006.0,-1.0
60.0,1.0,-1.0,17.0,-1.0,1999.0,-1.0
60.0,20.0,-1.0,96.0,-1.0,1981.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
60.0,1.0,-1.0,70.0,-1.0,2009.0,-1.0
60.0,0.0,-1.0,96.0,-1.0,2010.0,-1.0
60.0,6.0,-1.0,38.0,-1.0,1969.0,-1.0
60.0,0.0,-1.0,17.0,-1.0,1985.0,-1.0
60.0,0.0,-1.0,34.0,-1.0,1974.0,-1.0
60.0,1.0,-1.0,60.0,-1.0,2003.0,-1.0
60.0,0.0,-1.0,7.0,-1.0,1919.0,-1.0
7.0,2.0,-1.0,34.0,-1.0,1933.0,-1.0
26.0,0.0,-1.0,6.0,-1.0,1966.0,-1.0
60.0,0.0,-1.0,66.0,-1.0,1972.0,-1.0
60.0,0.0,-1.0,96.0,-1.0,2002.0,-1.0
60.0,6.0,-1.0,31.0,-1.0,1984.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1911.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1925.0,-1.0
5.0,0.0,-1.0,-1.0,-1.0,1971.0,-1.0
60.0,1.0,-1.0,18.0,-1.0,1960.0,-1.0
60.0,0.0,-1.0,38.0,-1.0,2015.0,-1.0
9.0,0.0,-1.0,-1.0,-1.0,1977.0,-1.0
60.0,4.0,-1.0,67.0,-1.0,1889.0,-1.0
41.0,0.0,-1.0,20.0,-1.0,1993.0,-1.0
60.0,2.0,-1.0,17.0,-1.0,2014.0,-1.0
55.0,0.0,-1.0,66.0,-1.0,1993.0,-1.0
7.0,1.0,-1.0,60.0,-1.0,1979.0,-1.0
59.0,0.0,-1.0,89.0,-1.0,1935.0,-1.0
60.0,0.0,-1.0,57.0,-1.0,1969.0,-1.0
11.0,0.0,-1.0,33.0,-1.0,1947.0,-1.0
60.0,0.0,-1.0,27.0,-1.0,2009.0,-1.0
18.0,0.0,-1.0,46.0,-1.0,1884.0,-1.0
14.0,0.0,-1.0,69.0,-1.0,2012.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
17.0,0.0,-1.0,4.0,-1.0,1982.0,-1.0
60.0,1.0,-1.0,15.0,-1.0,2009.0,-1.0
60.0,6.0,-1.0,17.0,-1.0,1994.0,-1.0
53.0,0.0,-1.0,57.0,-1.0,1997.0,-1.0
60.0,0.0,-1.0,75.0,-1.0,1959.0,-1.0
59.0,0.0,-1.0,6.0,-1.0,2012.0,-1.0
22.0,0.0,-1.0,45.0,-1.0,2009.0,-1.0
17.0,0.0,-1.0,14.0,-1.0,1984.0,-1.0
60.0,0.0,-1.0,69.0,-1.0,1972.0,-1.0
60.0,2.0,-1.0,17.0,-1.0,1998.0,-1.0
60.0,0.0,-1.0,20.0,-1.0,1929.0,-1.0
18.0,0.0,-1.0,6.0,-1.0,1995.8,-1.0
60.0,15.0,-1.0,89.0,-1.0,1904.0,-1.0
60.0,6.0,-1.0,31.0,-1.0,1984.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1958.0,-1.0
7.0,0.0,-1.0,89.0,-1.0,1977.0,-1.0
18.0,0.0,-1.0,-1.0,-1.0,1749.0,-1.0
60.0,1.0,-1.0,31.0,-1.0,2002.0,-1.0
59.0,0.0,-1.0,-1.0,-1.0,2015.0,-1.0
60.0,0.0,-1.0,84.0,-1.0,1975.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,2013.0,-1.0
60.0,0.0,-1.0,55.0,-1.0,2015.0,-1.0
60.0,1.0,-1.0,72.0,-1.0,1994.0,-1.0
60.0,1.0,-1.0,84.0,-1.0,1982.0,-1.0
60.0,5.0,-1.0,17.0,-1.0,2000.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1994.0,-1.0
60.0,0.0,-1.0,87.0,-1.0,1982.4,-1.0
60.0,9.0,-1.0,99.0,-1.0,2006.0,-1.0
17.0,0.0,-1.0,83.0,-1.0,2007.0,-1.0
60.0,0.0,-1.0,69.0,-1.0,2000.0,-1.0
60.0,5.0,-1.0,18.0,-1.0,1884.0,-1.0
60.0,0.0,-1.0,62.0,-1.0,1962.0,-1.0
60.0,0.0,-1.0,17.0,-1.0,1996.0,-1.0
60.0,0.0,-1.0,68.0,-1.0,1975.2,-1.0
60.0,4.0,-1.0,63.0,-1.0,1969.0,-1.0
60.0,23.0,-1.0,35.0,-1.0,1850.0,-1.0
60.0,0.0,-1.0,42.0,-1.0,2006.0,-1.0
60.0,1.0,-1.0,49.0,-1.0,2003.0,-1.0
59.0,0.0,-1.0,16.0,-1.0,2013.0,-1.0
59.0,0.0,-1.0,62.0,-1.0,2011.0,-1.0
60.0,2.0,-1.0,17.0,-1.0,1989.0,-1.0
60.0,0.0,-1.0,89.0,-1.0,1972.4,-1.0
60.0,12.0,-1.0,32.0,-1.0,1891.0,-1.0
17.0,0.0,-1.0,-1.0,-1.0,1999.0,-1.0
60.0,2.0,-1.0,18.0,-1.0,1972.0,-1.0
60.0,0.0,-1.0,89.0,-1.0,1946.0,-1.0
60.0,1.0,-1.0,38.0,-1.0,1963.2,-1.0
60.0,0.0,-1.0,37.0,-1.0,1927.0,-1.0
60.0,0.0,-1.0,17.0,-1.0,1995.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
60.0,1.0,-1.0,80.0,-1.0,1957.8,-1.0
17.0,0.0,-1.0,89.0,-1.0,1990.0,-1.0
60.0,0.0,-1.0,18.0,-1.0,1968.0,-1.0
60.0,21.0,-1.0,35.0,-1.0,1837.0,-1.0
60.0,0.0,-1.0,38.0,-1.0,2003.0,-1.0
9.0,0.0,-1.0,72.0,-1.0,1992.0,-1.0
18.0,0.0,-1.0,100.0,-1.0,1948.0,-1.0
60.0,12.0,-1.0,33.0,-1.0,1928.0,-1.0
60.0,0.0,-1.0,13.0,-1.0,1988.0,-1.0
9.0,0.0,-1.0,-1.0,-1.0,1977.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
60.0,1.0,-1.0,37.0,-1.0,1835.0,-1.0
15.0,0.0,-1.0,69.0,-1.0,1984.0,-1.0
60.0,2.0,-1.0,17.0,-1.0,1997.0,-1.0
60.0,3.0,-1.0,32.0,-1.0,2004.0,-1.0
60.0,0.0,-1.0,50.0,-1.0,2014.0,-1.0
60.0,1.0,-1.0,25.0,-1.0,1937.0,-1.0
9.0,0.0,-1.0,41.0,-1.0,2001.0,-1.0
10.0,0.0,-1.0,17.0,-1.0,2015.0,-1.0
52.0,0.0,-1.0,4.0,-1.0,1974.0,-1.0
60.0,2.0,-1.0,84.0,-1.0,1992.0,-1.0
60.0,0.0,-1.0,93.0,-1.0,2011.0,-1.0
60.0,4.0,-1.0,18.0,-1.0,1962.0,-1.0
60.0,0.0,-1.0,66.0,-1.0,1908.0,-1.0
22.0,0.0,-1.0,5.0,-1.0,2010.0,-1.0
60.0,0.0,-1.0,51.0,-1.0,2000.0,-1.0
60.0,1.0,-1.0,12.0,-1.0,1992.0,-1.0
50.0,0.0,-1.0,4.0,-1.0,2012.0,-1.0
60.0,2.0,-1.0,16.0,-1.0,1996.0,-1.0
27.0,0.0,-1.0,66.0,-1.0,1965.8,-1.0
42.0,0.0,-1.0,83.0,-1.0,1995.0,-1.0
60.0,0.0,-1.0,38.0,-1.0,1998.0,-1.0
7.0,0.0,-1.0,33.0,-1.0,1996.0,-1.0
60.0,2.0,-1.0,56.0,-1.0,1997.0,-1.0
60.0,0.0,-1.0,51.0,-1.0,2008.0,-1.0
60.0,1.0,-1.0,5.0,-1.0,1998.0,-1.0
60.0,7.0,-1.0,25.0,-1.0,1997.0,-1.0
60.0,3.0,-1.0,80.0,-1.0,1957.8,-1.0
59.0,0.0,-1.0,0.0,-1.0,1889.0,-1.0
60.0,1.0,-1.0,3.0,-1.0,1994.4,-1.0
4.0,0.0,-1.0,63.0,-1.0,1957.0,-1.0
60.0,0.0,-1.0,55.0,-1.0,1983.0,-1.0
1.0,0.0,-1.0,17.0,-1.0,1997.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
59.0,0.0,-1.0,5.0,-1.0,1983.0,-1.0
52.0,0.0,-1.0,101.0,-1.0,2012.0,-1.0
60.0,0.0,-1.0,17.0,-1.0,1995.8,-1.0
60.0,19.0,-1.0,46.0,-1.0,1972.0,-1.0
22.0,0.0,-1.0,-1.0,-1.0,1933.2,-1.0
60.0,1.0,-1.0,14.0,-1.0,2011.0,-1.0
60.0,0.0,-1.0,88.0,-1.0,2002.0,-1.0
23.0,0.0,-1.0,70.0,-1.0,1995.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1986.4,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
7.0,4.0,-1.0,31.0,-1.0,2001.0,-1.0
59.0,0.0,-1.0,44.0,-1.0,2008.4,-1.0
59.0,0.0,-1.0,56.0,-1.0,1534.0,-1.0
29.0,0.0,-1.0,19.0,-1.0,2002.0,-1.0
60.0,9.0,-1.0,31.0,-1.0,2003.0,-1.0
60.0,1.0,-1.0,92.0,-1.0,1984.0,-1.0
60.0,0.0,-1.0,57.0,-1.0,1935.0,-1.0
29.0,0.0,-1.0,5.0,-1.0,1944.0,-1.0
59.0,0.0,-1.0,75.0,-1.0,1825.0,-1.0
60.0,0.0,-1.0,57.0,-1.0,2000.0,-1.0
60.0,0.0,-1.0,43.0,-1.0,2010.0,-1.0
60.0,1.0,-1.0,81.0,-1.0,1997.0,-1.0
60.0,1.0,-1.0,-1.0,-1.0,1993.0,-1.0
60.0,0.0,-1.0,100.0,-1.0,2007.0,-1.0
16.0,0.0,-1.0,17.0,-1.0,2003.4,-1.0
58.0,0.0,-1.0,18.0,-1.0,1975.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1982.0,-1.0
45.0,0.0,-1.0,17.0,-1.0,1990.0,-1.0
60.0,0.0,-1.0,-1.0,-1.0,1993.0,-1.0
46.0,0.0,-1.0,17.0,-1.0,1985.0,-1.0
32.0,0.0,-1.0,19.0,-1.0,1989.2,-1.0
59.0,0.0,-1.0,61.0,-1.0,1985.0,-1.0
22.0,0.0,-1.0,13.0,-1.0,2014.0,-1.0
60.0,0.0,-1.0,25.0,-1.0,1894.0,-1.0
60.0,3.0,-1.0,37.0,-1.0,1963.0,-1.0
9.0,0.0,-1.0,17.0,-1.0,2008.0,-1.0
60.0,0.0,-1.0,37.0,-1.0,1839.0,-1.0
60.0,2.0,-1.0,96.0,-1.0,2009.2,-1.0
12.0,0.0,-1.0,24.0,-1.0,2012.0,-1.0
50.0,0.0,-1.0,-1.0,-1.0,1987.0,-1.0
42.0,0.0,-1.0,12.0,-1.0,1959.0,-1.0
18.0,0.0,-1.0,89.0,-1.0,1979.0,-1.0
60.0,3.0,-1.0,24.0,-1.0,2010.0,-1.0
60.0,6.0,-1.0,37.0,-1.0,1911.0,-1.0
60.0,39.0,-1.0,7.0,-1.0,1968.0,-1.0
58.0,0.0,-1.0,17.0,-1.0,2009.0,-1.0
60.0,0.0,-1.0,13.0,-1.0,1852.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
60.0,1.0,-1.0,68.0,-1.0,1991.0,-1.0
54.0,0.0,-1.0,66.0,-1.0,1990.0,-1.0
7.0,0.0,-1.0,72.0,-1.0,1989.0,-1.0
59.0,0.0,-1.0,9.0,-1.0,2002.0,-1.0
60.0,1.0,-1.0,25.0,-1.0,2006.0,-1.0
60.0,37.0,-1.0,89.0,-1.0,2015.0,-1.0
18.0,0.0,-1.0,-1.0,-1.0,1900.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
59.0,0.0,-1.0,25.0,-1.0,2009.0,-1.0
60.0,29.0,-1.0,38.0,-1.0,1864.4,-1.0
60.0,1.0,-1.0,38.0,-1.0,2018.0,-1.0
5.0,0.0,-1.0,89.0,-1.0,1965.6,-1.0
45.0,0.0,-1.0,37.0,-1.0,1941.0,-1.0
9.0,0.0,-1.0,-1.0,-1.0,1977.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
50.0,0.0,-1.0,29.0,-1.0,1908.0,-1.0
9.0,0.0,-1.0,17.0,-1.0,1999.0,-1.0
23.0,0.0,-1.0,-1.0,-1.0,1935.6,-1.0
9.0,0.0,-1.0,17.0,-1.0,1999.0,-1.0
59.0,0.0,-1.0,28.0,-1.0,2016.0,-1.0
60.0,0.0,-1.0,68.0,-1.0,1999.0,-1.0
60.0,0.0,-1.0,68.0,-1.0,1977.0,-1.0
60.0,4.0,-1.0,89.0,-1.0,2005.0,-1.0
60.0,23.0,-1.0,35.0,-1.0,1850.0,-1.0
22.0,0.0,-1.0,-1.0,-1.0,1933.2,-1.0
60.0,1.0,-1.0,83.0,-1.0,1994.0,-1.0
0.0,0.0,-1.0,67.0,-1.0,2002.0,-1.0
22.0,0.0,-1.0,31.0,-1.0,1991.0,-1.0
60.0,1.0,-1.0,25.0,-1.0,2006.0,-1.0
22.0,0.0,-1.0,31.0,-1.0,1990.0,-1.0
7.0,0.0,-1.0,55.0,-1.0,1975.0,-1.0
26.0,0.0,-1.0,48.0,-1.0,2006.0,-1.0
18.0,0.0,-1.0,-1.0,-1.0,1912.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
60.0,1.0,-1.0,88.0,-1.0,1987.0,-1.0
50.0,0.0,-1.0,-1.0,-1.0,1995.8,-1.0
60.0,6.0,-1.0,44.0,-1.0,2007.0,-1.0
18.0,0.0,-1.0,55.0,-1.0,1924.0,-1.0
60.0,5.0,-1.0,17.0,-1.0,2004.0,-1.0
60.0,8.0,-1.0,17.0,-1.0,2012.0,-1.0
60.0,14.0,-1.0,80.0,-1.0,1853.0,-1.0
60.0,0.0,-1.0,64.0,-1.0,2003.0,-1.0
60.0,0.0,-1.0,93.0,-1.0,2016.0,-1.0
