_id,branches_count,company_name,content,country,deadline,description,display_name,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue_range,source,year_founded
645658ec7adef2f79c969d80,0,omscomponents.it,"Da quarant’anni lavoriamo per farvi stare comodamente seduti.
Siamo curiosi e creativi. Ci piacciono le sfide e vogliamo migliorarci ogni giorno. Questi tratti del nostro carattere guidano le nostre scelte e ci permettono di produrre per voi meccanismi e componenti per la seduta da ufficio.",Italy,"18 Apr, 2023 21:41:47 UTC",I nostri meccanismi e componenti per sedute d’ufficio sono il risultato di ricerca e innovazione costanti e rispondono alle esigenze di un mercato in continuo cambiamento.,O.M.S. S.p.A.,null,Mining & Metals,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/m4XcsEUi7pPQBn7k642c604d8d970,null,null,lockbit,1952
645658ed7adef2f79c969d81,0,biosonicsinc.com,1 part of data,United States,"04 Apr, 2023 23:02:10 UTC","BioSonics develops and manufactures aquatic ecosystem monitoring systems that provide critical data and insights needed for making informed, environmentally responsible decisions about underwater resource management and development. Whether in support of aquaculture, renewable energy or academic research, we have the right hydroacoustic solution to help gather unbiased observational data that is reliable and scientifically defensible.

Our work is about keeping our oceans, lakes and rivers resilient and healthy, making sure economic activity is sustainable and that marine life is protected. Our mission is to give those working to understand, explore, protect, and develop marine resources the ability to gather reliable scientific data to make informed decisions that support sustainable economic growth and preserve the health of the environment.  

BioSonics has the widest range of hydroacoustic solutions providing scientifically defensible data for management decisions – offering everything from a variety of rugged, portable mobile aquatic monitoring systems to autonomous cloud-based monitoring systems that provide real-time digital insights.","Biosonics, Inc.",10 - 50,Medical Devices,false,2023-05-06T17:23:24.648Z,47.656322,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/wifKeZocxYElPV8J642c03b2902a8,-122.36218,1M - 10M,lockbit,1980
645658ef7adef2f79c969d82,0,dana-group.com,"We’re a multi-disciplinary behavioral health organization committed to helping our patients grow personally, socially, and professionally. We’ve been helping people from all walks of life for over 30 years.

Our committed team of providers includes psychologists, psychiatrists, nurse practitioners, and more. We’re committed to seeing you as soon as we can, so you can start the next chapter.",United States,"04 Apr, 2023 22:59:49 UTC","Dana Group Associates provides a multidisciplinary approach to behavioral health care. For over 25 years, Dana Group Associates has treated children, adolescents, adults, and older adults providing group, couple, and individual psychotherapy; psychopharmacology; and neuropsychological testing. Our clinicians have expertise in treating anxiety, personality disorders, depression, ADHD, bipolar disorder, trauma and PTSD, schizophrenia, substance use, and other mental illness and psychiatric disorders.  Dana Group Associates offers additional support for families providing nutritional consultation and college counseling and school guidance services. 

Our treatment team includes:
• Clinical Psychologists
• Licensed Mental Health Counselors (LMHC)
• Licensed Independent Clinical Social Workers  (LICSW)
• Psychiatric Mental Health Nurse Practitioners  (PMHNP)
• Psychiatrists

To make a referral or an appointment, please contact our intake coordinator at (781) 449-1143 X 309 or visit our website at www.dana-group.com for more information. 

We accept most insurances, including:  Blue Cross Blue Shield of MA and out of state, Tufts Health Plan, Harvard Pilgrim, United Healthcare, MBHP, BMC, NHP, Beacon, Aetna, Cigna, Medicare, Tufts Public Plan, All ACOs and Fallon Community Health Plans.",Dana Group Associates,1 - 10,Mental Health Care,false,2023-05-06T17:23:24.648Z,42.310043,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/nBEkfiody8gZ0f18642c0325ee4b6,-71.2283,0 - 1M,lockbit,null
645658f17adef2f79c969d83,0,vissan.com.vn,"VISSAN Joint Stock Company is one of the leading business corporations in Vietnam. Originally founded on November 20, 1970 and launched on May 18, 1974, VISSAN is proud to become one of the leading nationally recognized food producers.",Vietnam,"04 Apr, 2023 12:56:04 UTC",null,Vietnam Meat Industries Limited Company,null,Food Production,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/qswhTGLOH90CWEif642c02448f933,null,null,lockbit,1970
645658f47adef2f79c969d84,0,prlabs.com,all data,United States,"04 Apr, 2023 11:50:26 UTC","Premier Research Labs (PRL) was founded to deliver uncompromising quality and effectiveness by providing 100% non-toxic and effective products. In fact, PRL has achieved an industry first in creating premier nutritional products based on quantum cellular resonance technology. Our products are free of undesirable chemical tag-alongs and are designed to deliver the very best quality to you and your patient.",Premier Research Labs L.P.,50 - 200,"Health, Wellness and Fitness",false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/tTfJDQwqRyZLWgD8642c00f2985a0,null,10M - 50M,lockbit,1999
645658f87adef2f79c969d85,0,vernegroup.com,"With more than 40 years of experience, Verne Technology Group has two business divisions, Verne TELCO and Verne TECH, covering the ICT sector.

A project that, emulating Jules Verne, was born with the purpose of continuing to be visionaries of the technological transformation and digitization of our environment.",Spain,"17 Apr, 2023 17:06:18 UTC","Verne Technology Group es el resultado de la combinación de tecnología y las personas que la hacen posible. Con más de 40 años de experiencia, somos una compañía tecnológica que nace compartiendo la esencia de Julio Verne, su espíritu visionario e inquietud tecnológica es la base de nuestra inspiración.

Somos especialistas en Sistemas y Ciberseguridad, Software Empresarial, Data & IA y Telecomunicaciones, y abarcamos los sectores TIC y Telco desde nuestras dos divisiones de negocio: Verne TELCO y Verne TECH. 
Contamos con un equipo de más de 2.000 personas en nuestras delegaciones de España, Alemania, Portugal y Marruecos. Nuestra sede principal se encuentra en Alicante y como parte nuestro proceso de expansión, no descartamos ampliar nuestras operaciones en otros mercados.

Nuestro propósito como empresa es y ha sido siempre conectar el mundo al futuro, y bajo esta idea nos esforzamos por responder a este compromiso con espíritu visionario para acelerar e impulsar la transformación digital de las empresas y la sociedad. 

#WeAreVerne #WeAreTechnology",Verne Technology Group,"1,000 - 5,000",Information Technology and Services,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/7rCqO7ZrfiTkXqs0642b31bad4d04,null,200M - 1B,lockbit,2016
645658fa7adef2f79c969d86,1,revvaviation.com,first part of data,United States,"04 Apr, 2023 02:05:09 UTC","Carver Aero encapsulates general aviation with complete service capabilities on turbo prop and jet charter, FAA Approved Repair Station servicing the piston, turbo prop and jet fleet for airframe, engine and avionics. Complete Aircraft Line Services, offering AvFuel Products for Jet-A and AvGas, passenger and pilots lounges, weather briefing area, conference rooms, and crew cars, FAA Part 141 Flight School, Aircraft Rental with a wide variety of flight experience aircraft, Aircraft Sales and Brokering, Hangar Storage and Office Space.","Carver Aero, Inc.",10 - 50,Transportation/Trucking/Railroad,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/YCooW1gTutkETH1m642aa4d5d9c32,null,1M - 10M,lockbit,1990
645658fd7adef2f79c969d87,1,p-and-r.com,"P&R Enterprises, Inc. was founded in 1968 and is headquartered just outside Washington, D.C. in Falls Church, Virginia. P&R is a Mid-Atlantic based building services contractor. In addition, P&R continues to be a pioneer in the implementation of Green Certified Cleaning processes and LEED standards.",United States,"15 Apr, 2023 19:48:36 UTC",General information about our business including address and hours.,"P&R Enterprises, Inc.",50 - 200,Facilities Services,false,2023-05-06T17:23:24.648Z,38.85144,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/ea0RCSrrvDljJsKZ64288a948d286,-77.12695,10M - 50M,lockbit,1968
645659007adef2f79c969d88,3,hacla.org,"The Housing Authority of the City of Los Angeles (HACLA)
[part2]",United States,"31 Mar, 2023 04:08:29 UTC",HACLA The Housing Authority of the City of Los Angeles (HACLA) public housing Los Angeles public housing LA section 8.,HOUSING AUTHORITY OF THE CITY OF LOS ANGELES,10 - 50,Real Estate,false,2023-05-06T17:23:24.648Z,34.060535,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/EW7NAmuncBddr1R064264eaddd350,-118.281494,1M - 10M,lockbit,1938
645659117adef2f79c969d89,0,bianchiindustry.com,"UPDATE!!! ALL FILES ARE PUBLISHED!!! CHECK LINKS!!!

https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Bv_After_Sales.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/Centralino.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/DOC_LAB.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/FinanceBVG1.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/FinanceBVG2.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/HR2.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/HR3.7z
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/HR.7z
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/PUBLIC.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/TRANSITO.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/IT.zip
https://dnsportals.su/WxZwfZSPV8pENMoEkBGhziD/PST.zip

We are pleased to introduce you two company www.bianchivending.com and www.bianchiindustry.com. They say these are group.

Quick overview.

Since it was founded in 1959, Bianchi Industry’s industrial strategy has always focused on the future. Understanding market trends, foreseeing future demand, creating technological solutions that can satisfy both client needs and end-consumer desires. This is the foresightedness that allowed the group led by the Trapletti family to become a leader in the vending machine sector with the Bianchi Vending brand, and in the Ho.Re.Ca market with the Brasilia brand.

Modular and always modern: all our new machines can be evolved at any time with latest generation technologies. Thus our solutions last longer, always encourage purchases and reduce management costs.

We safely downloaded about of 500 Gb data. It is all SQL databases, some SQL backups, private and financial data and a lot of other interesting data: all projects, all laboratory research, a lot of PST files with conversations, whole IT infrastructure, passports and etc.

After 3 days we will start publish files.",Italy,"29 Mar, 2023 17:12:03 UTC","Bianchi Industry is the leader in the production of vending machines and professional coffee machines for the vending and Ho.Re.Ca. world markets. 
Bianchi Industry, brainchild of the Trapletti family, was founded with the aim of merging under the same organization the historic brand Bianchi Vending, a leader in the production of vending machines, and Brasilia, a worldwide recognized brand of professional espresso coffee machines.

Mission
The acquisition of the Brasilia brand, occurred in October 2015, strengthens the presence of Bianchi Industry outside of the Vending Market, in which Bianchi Vending already has a recognized leadership. Bianchi Industry is able to satisfy the market needs of the ""out of home""​ food & beverage service market and proposes innovative solutions to all the professionals of the of Ho.Re.Ca. sector and Vending.
The Bianchi Industry growth strategy aims to reach a leading position in the worldwide professional food market without affecting the operational autonomy of the two owned brands.

The Company in the World
Bianchi Industry has 2 production facilities in Italy, 8 other branch offices and a distribution network that reaches more than 50 countries. 
The facility in Bergamo is 19,000 square metres, while the one in Latina is 10,000.
The branch offices Bianchi Industry After Sales and BI Service are in Turin. 
The remaining 6 are in France, Germany, Spain, Portugal, Sweden, and Brazil.

Cutting-edge Technology & Made in Italy
The continuous investments in the study of innovative solutions have led to a significant growth of the company’s R&D department, worldwide known. Here, we develop patents and technologies able to anticipate the demands of clients and consumers, placing Bianchi Industry among the most innovative leaders of the market.

Follow us on Social:
Bianchi Industry YouTube Channel: http://buff.ly/2dHTc7q
Brasilia FB Channel: http://buff.ly/2d4uCzK
Bianchi Vending FB Channel: http://buff.ly/2dTYI8L",Bianchi Industry SpA,200 - 500,Machinery,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/QzjrMmKUg3igCAmk642463536e3e6,null,10M - 50M,lockbit,1959
6456591c7adef2f79c969d8a,0,piramal.com,"The Piramal Group is an Indian multinational conglomerate that has presence across various sectors such as healthcare, life sciences, drug discovery, financial services, alternative investment and real estate",India,"31 Mar, 2023 22:23:12 UTC","Piramal Enterprises Limited (PEL) is engaged in the business of pharmaceuticals, including research and development, financial services and information management through its subsidiaries. The Company's pharmaceutical business consists of manufacturing and sale of own and traded bulk drugs and formulations. It operates through three segments: Healthcare, Financial Services and Information Management. Its Healthcare segment includes pharma solutions, critical care, consumer products and imaging. Its Financial Services segment includes wholesale lending, alternative asset management and investments in Shriram Group. Its Information Management segment is engaged in Decision Resources Group (DRG). DRG's product and services portfolio consists of data and analytics, research products and global consulting services. The Company offers its products under brands, including Saridon, Lacto Calamine, i-pill/i-know, Polycrol, Tetmosol, Untox, Stop AllerG and Throatsil.",Piramal Enterprises Ltd,"5,000 - 10,000",Pharmaceuticals,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/eCUbLyrjKeAf8ZMr642217501ac26,null,> 1B,lockbit,1947
645659247adef2f79c969d8b,0,errebielle.it,"Errebielle S.r.l. is an Italian company specializing in the production of doors and furniture accessories.
Data leak contains 34 GB",Italy,"03 Apr, 2023 18:26:29 UTC","Errebielle is an Italian company specialised in cabinet doors and furniture accessories. 

We have built our identity on the “excitement” of having a beautiful kitchen or a beautiful piece of furniture in the house. Experience, technology, innovation and design are the elements that characterize our work and help us building our reputation.",ERREBIELLE Srl,50 - 200,Furniture,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/fWlhRcNn4A0C2fHG6421d1c5bb2ad,null,10M - 50M,lockbit,null
645659287adef2f79c969d8c,0,ulmacarretillas.com,"With almost 40 years of experience, at ULMA Servicios de Manutención we offer the appropriate comprehensive logistics solution for all kinds of storage needs from different clients and sectors. Our in-depth knowledge of the handling and distribution sector allows us to offer our clients the customized key, actively participating in achieving maximum efficiency in storage, reducing costs and increasing productivity.",Spain,"29 Mar, 2023 15:47:26 UTC","ULMA Carretillas Elevadoras a través de la venta, el alquiler y el servicio de mantenimiento de carretillas diesel, gas o eléctricas y equipos de interior como transpaletas, retráctiles, apiladores y carretillas de carga lateral, ofrece la solución logística integral.",ULMA Carretillas Elevadoras,50 - 200,Logistics and Supply Chain,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/AzqJczGFpGRVEY076421581ed5936,null,10M - 50M,lockbit,1984
6456592b7adef2f79c969d8d,0,medellin.gov.co,"Medellín has become a benchmark in Colombia and the world. Its commercial, industrial, cultural, religious, social and sports activities have brought development and a friendly and promising lifestyle. Its history dates back to the 17th century, when the project that would gradually become the place it is today began.",Colombia,"27 Mar, 2023 09:45:41 UTC","Encuentra trámites, eventos, boletines y más en el sitio oficial de la Alcaldía de Medellín, Distrito de Ciencia,Tecnología e Innovación ➨",Alcaldía de Medellín,"1,000 - 5,000",Government Administration,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/j2bxPfzvRWIQ1s6M642157b518609,null,200M - 1B,lockbit,null
6456592e7adef2f79c969d8e,0,alliedtools.com,"lhdottie.com
infantino.com
americandawninc.com

Allied International was founded in 1962 as an import distributor of hardware products. Over the years, with our unwavering commitment to innovation, quality, value and service, we have earned the reputation as the recognized market leader in our core categories of hand tools and cargo management products. Today, Allied International, a privately held company, continues its drive to establish itself as a preeminent global innovator, manufacturer and marketer of quality products.",United States,"28 Mar, 2023 08:41:19 UTC","Allied International was founded in 1962 as an import distributor of hardware products. Over the years, with our unwavering commitment to innovation, quality, value and service, we have earned the reputation as the recognized market leader in our core categories of hand tools and cargo management products. Today, Allied International, a privately held company, continues its drive to establish itself as a preeminent global innovator, manufacturer and marketer of quality products.",AWI Acquisition Company,50 - 200,Retail,false,2023-05-06T17:23:24.648Z,34.31054,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/YGrBnzwlqbsO6gXs642156af4d7e8,-118.466385,10M - 50M,lockbit,1962
6456593d7adef2f79c969d8f,0,wcso.us,"Washington County Sheriff’s Office official mobile app.We are committed to not only protecting, but also serving the citizens of Washington County with professionalism, integrity, and transparency. A part of that commitment is to provide you with the most up to date, accurate information possible.
Washington County Sheriff's Office Chipley, FL Official Page. Law enforcement agency. Includes: Washington County Jail. Washington County E911. Washington County EMS. Sheriff Bobby Haddock.",United States,"28 Mar, 2023 08:37:05 UTC",null,"Washington County Sheriff's Office",null,Law Enforcement,false,2023-05-06T17:23:24.648Z,30.7781301,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/G7LHzCtCszjw6KYt642155b1188ba,-85.5416193,null,lockbit,null
645659407adef2f79c969d90,2,bocca-sacs.com,"Discover the food packaging specialist. Bocca-Sacs offers you paper bags, trays, labeling material and all the necessary food packaging.",France,"28 Mar, 2023 08:34:38 UTC","Découvrez le spécialiste de l'emballage alimentaire : Bocca-Sacs ✅ Sacs en papier • Barquettes • Matériel d’étiquetage ✔ +80 ans d’expérience.",BOCCA SACS,10 - 50,Wholesale,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/ydKfAczxs9m4HW4T6421551e0d4b3,null,1M - 10M,lockbit,1977
6456594e7adef2f79c969d91,0,ita-moulding-process.com,"ITA MOULDING PROCESS, specialist in wood and foam molding, offers you a complete and diversified offer. Whatever your sector of activity, ITA MOULDING PROCESS adapts to your needs by making you benefit from its expertise.",France,"16 Apr, 2023 07:56:42 UTC","Fort de plus de 50 ans d'expérience dans le moulage, ITA Moulding Process propose des solutions industrielles  dans le domaine du moulage du bois et de la mousse.

Implantée dans l'Aveyron, au cœur de la ressource naturelle de bois résineux, ITA Moulding Process s'engage durablement dans la proposition de solutions techniques innovantes pour ses clients.

Le bois moulé est une technologie avancée, qui permet de fabriquer de manière reproductible et sans déchet, une très large gamme de formes à partir de 95 % de plaquettes de bois résineux et 3 à 5 % de liant sans formaldéhyde.
Cette technologie permet d'obtenir des pièces en bois avec de meilleures caractéristiques mécaniques que celles de l'aggloméré et équivalentes à celles du contre plaqué. Les produits sont totalement recyclables et peuvent se substituer à un bon nombre de matériaux avec des tarifs avantageux.

La mousse moulée est une technologie à base de polyuréthane qui permet d'obtenir, avec une fiabilité et une reproductibilité à l'infini, des pièces de haute complexité. Notre savoir-faire de la formulation répondra à vos besoins, en garantissant une excellente résilience et une durabilité accrue.

Notre process, unique au monde, nous permet d'allier ces deux technologies Bois Moulé et Mousse Moulée très complémentaires.

Ainsi, des inserts Bois Moulé, mais également des inserts métalliques, peuvent être intégrés à nos mousses permettant de servir de structure et / ou de la renforcer.",ITA Moulding Process,10 - 50,Facilities Services,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/rFnDsL9cUnc80nLD6420a37a06afb,null,1M - 10M,lockbit,1979
645659517adef2f79c969d92,0,giga.com.vc,"Founded in 2009, GIGA Atacado is a wholesale network with 11 stores and a Distribution Center in the state of São Paulo, present in the capital and the cities of Barueri, Carapicuíba, Cotia, Jundiaí, Guarulhos, Osasco and Várzea Paulista. It has about 1,300 employees who work daily to serve final consumers and merchants with quality products and low prices, being a reference in horticulture among São Paulo wholesalers.",Brazil,"14 Apr, 2023 21:09:25 UTC","Somos um Atacarejo 100% brasileiro, que busca oferecer aos nossos clientes preços competitivos e a melhor experiência de compra do segmento, com foco no crescimento sustentável e na responsabilidade socioambiental no estado de São Paulo.",GIGA Atacado,null,Wholesale,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/9G2i98Yk7KwZocng641f63051ad50,null,null,lockbit,2009
645659537adef2f79c969d93,0,demechindia.com,"Deccan Mechanical and Chemical Industries Private Limited (DEMECH) is an ISO 9001:2015 certified company that was established in 1969 by the late Mr. K R Natu. Today, we have a trans-continental presence, serving clients both in India and overseas. Our product line focuses primarily on Wear and Abrasion Resistant products and Bulk Material Handling equipment. In addition, we offer project engineering services for Ash Handling Systems. We are located in the industrial hub of Pune, close to the port of Mumbai.",India,"28 Mar, 2023 02:51:59 UTC","DEMECH are ISO 9001:2015 certified manufacturers of Ash handling systems, bulk material handling systems and Wear resistant plates in India for core sector Industry.",Deccan Mechanical And Chemical Industries Private Limited,null,Machinery,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/Vza0JJXS0fNkAtD0641e61cfb9328,null,null,lockbit,1969
645659577adef2f79c969d94,4,precisionit.co.in,"Established in 1996, Precision provides Biometric, IoT, Cloud & Systems Integration solutions and IT Infrastructure Management Services. Precision adopts a consulting approach to address the needs of clients and has a very strong R&D and IP creation focus. With a PAN India presence and a 2500+ strong team of experienced and skilled certified pre-sales, sales & technical personnel, Precision strives to deliver value to its clients, leading to the creation of a large and loyal base of delighted customers",India,"28 Mar, 2023 02:38:24 UTC","Established in 1996, Precision provides IT Infrastructure Management Services, Biometric, IoT, Cloud and IT System Integration solutions. Precision adopts a consulting approach to address the needs of clients and has a very strong R&D and IP creation focus. With a PAN India presence and a 2400+ strong team, experienced and skilled certified pre-sales, sales & technical personnel, Precision strives to deliver value to its clients, leading to the creation of a large and loyal base of delighted customers.",Precision Infomatic (M) Pvt. Ltd.,"1,000 - 5,000",Computer Software,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/DV1ZdwT4RzqRQAoB641e5ea0be01e,null,200M - 1B,lockbit,1996
6456595a7adef2f79c969d95,0,securens.in,"Securens has provided leading brands with various security surveillance system, safety and in-camera audit services including Alarm monitoring Services, Perimeter Intrusion detection system, in-camera virtual guard patrol, instantly detecting PPE non-complicacies, performing virtual security SoP compliance audits, performing virtual safety SoP compliance audits, performing virtual operational SoP compliance audits and Auto Health check of all surveillance equipment. Using the same security cameras, Securens also provides business analytics data like people counting, gender analytics and much more using video analytics.",India,"27 Mar, 2023 13:33:54 UTC",Securens is an Enterprise IoT company providing E-Surveillance products like Burglar Alarm Systems and E-Surveillance Security Systems to protect your properties and assets,Securens Systems Pvt. Ltd.,"500 - 1,000",Internet,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/qJB0Z0HXc3FT7krN641da6c22a2fc,null,100M - 200M,lockbit,2011
6456595b7adef2f79c969d96,0,bianchiindustry.com,"We are pleased to introduce you two company www.bianchivending.com and www.bianchiindustry.com. They say these are group.

Quick overview.

Since it was founded in 1959, Bianchi Industry’s industrial strategy has always focused on the future. Understanding market trends, foreseeing future demand, creating technological solutions that can satisfy both client needs and end-consumer desires. This is the foresightedness that allowed the group led by the Trapletti family to become a leader in the vending machine sector with the Bianchi Vending brand, and in the Ho.Re.Ca market with the Brasilia brand.

Modular and always modern: all our new machines can be evolved at any time with latest generation technologies. Thus our solutions last longer, always encourage purchases and reduce management costs.

We safely downloaded about of 500 Gb data. It is all SQL databases, some SQL backups, private and financial data and a lot of other interesting data: all projects, all laboratory research, a lot of PST files with conversations, whole IT infrastructure, passports and etc.

After 3 days we will start publish files.",Italy,"28 Mar, 2023 10:31:50 UTC","Bianchi Industry is the leader in the production of vending machines and professional coffee machines for the vending and Ho.Re.Ca. world markets. 
Bianchi Industry, brainchild of the Trapletti family, was founded with the aim of merging under the same organization the historic brand Bianchi Vending, a leader in the production of vending machines, and Brasilia, a worldwide recognized brand of professional espresso coffee machines.

Mission
The acquisition of the Brasilia brand, occurred in October 2015, strengthens the presence of Bianchi Industry outside of the Vending Market, in which Bianchi Vending already has a recognized leadership. Bianchi Industry is able to satisfy the market needs of the ""out of home""​ food & beverage service market and proposes innovative solutions to all the professionals of the of Ho.Re.Ca. sector and Vending.
The Bianchi Industry growth strategy aims to reach a leading position in the worldwide professional food market without affecting the operational autonomy of the two owned brands.

The Company in the World
Bianchi Industry has 2 production facilities in Italy, 8 other branch offices and a distribution network that reaches more than 50 countries. 
The facility in Bergamo is 19,000 square metres, while the one in Latina is 10,000.
The branch offices Bianchi Industry After Sales and BI Service are in Turin. 
The remaining 6 are in France, Germany, Spain, Portugal, Sweden, and Brazil.

Cutting-edge Technology & Made in Italy
The continuous investments in the study of innovative solutions have led to a significant growth of the company’s R&D department, worldwide known. Here, we develop patents and technologies able to anticipate the demands of clients and consumers, placing Bianchi Industry among the most innovative leaders of the market.

Follow us on Social:
Bianchi Industry YouTube Channel: http://buff.ly/2dHTc7q
Brasilia FB Channel: http://buff.ly/2d4uCzK
Bianchi Vending FB Channel: http://buff.ly/2dTYI8L",Bianchi Industry SpA,200 - 500,Machinery,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/G60AOOUB695Eym1D641d7c164098f,null,10M - 50M,lockbit,1959
645659667adef2f79c969d97,43,kaycan.com,"Home is where we hang our hat at the end of the day and put up our feet up after a long day’s work. It’s no wonder why we take pride in where we live and want our home to reflect our personal style. Kaycan products offer unparalleled performance, multiple color and design options with aesthetic and functional integrity. Every care has been taken to ensure that your home will maintain its beauty and durability for years to come.",Canada,"21 Mar, 2023 20:44:28 UTC","Kaycan is one of the world’s leading manufacturers of premium building products.  When it comes to exterior home design, no one is more passionate than Kaycan. This passion runs in the family. As a privately owned company for four decades, Kaycan has remained focused on delivering the highest level of quality and the most extensive array of exterior building products. Our products have added beauty, protection, safety and worry-free maintenance to millions of homes worldwide.

Kaycan owns and operates more than 5,000,000 square feet of technologically advanced manufacturing facilities in eighteen plants and 65 distribution centers. As an eco conscious manufacturer, we are committed to continuing to refine business strategies and activities that meet the needs of the enterprise today, while protecting, sustaining and enhancing natural resources that will be required in the future. 2,000 Kaycan employees are dedicated to expertly servicing customers' needs throughout the North America and beyond.",Kaycan Limited,"1,000 - 5,000",Wholesale,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/H9DjXco2JkAGeNgt6410e6b7f30b3,null,200M - 1B,lockbit,1974
6456596f7adef2f79c969d98,0,stolt-nielsen.com,"We are the world’s largest operator of sophisticated chemical tankers, a global provider of safe storage services for bulk liquids, and the leading provider of door-to-door transportation services for bulk-liquid chemicals and food-grade products. We are also pioneers in high-tech sustainable seafood production and investors in LNG shipping and distribution opportunities.",United Kingdom,"05 Apr, 2023 00:48:56 UTC","Stolt-Nielsen Limited (SNL) is engaged in the business of transporting liquids, which includes the tankers, tank containers and terminals divisions. The Company's transportation business covers the transport, storage, and distribution of bulk liquid chemicals, edible oils, acids, and other specialty liquids. The Company is also engaged in the seafood business, which is carried out through Stolt Sea Farm (SSF), and produces, processes and markets turbot, sturgeon, caviar and sole. The Company operates through four segments: Tankers, Tank Containers, Terminals and Stolt Sea Farm. Its Corporate and Other category includes Stolt Bitumen, the Company's investment in Avance Gas Holding Ltd (AGHL), Stolt LNGaz Ltd. (Stolt LNGaz) and Golar LNG Limited (Golar), corporate-related items. The Company is a provider of bulk-liquid transportation, storage and distribution services through its three operating units: Stolt Tankers, Stolthaven Terminals and Stolt Tank Containers.",Stolt-Nielsen Ltd,"5,000 - 10,000",Transportation/Trucking/Railroad,false,2023-05-06T17:23:24.648Z,null,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion/post/G8kCQC8AImW1DiP264198b98dc81b,null,> 1B,lockbit,2010
