_id,link,last_seen,ispublished,views,progress,date_added,deadline,company_name,content,source,branches_count,display_name,country,industry,revenue_range,employees_range,year_founded,description,longitude,latitude,company_status,revenue,employees_count,technologies_used
,,,,,,,,http://coca-colahellenic.com,,,0,Coca Cola HBC AG,Switzerland,Wine and Spirits,> 1B,"> 10,000",2012,"Coca Cola HBC AG is a Switzerland-based bottler of Coca-Cola products. The Company's segments include Established markets, including Austria, Cyprus, Greece, Italy, Northern Ireland, Republic of Ireland and Switzerland; Developing markets, including Croatia, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Poland, Slovakia and Slovenia, and Emerging markets, including Armenia, Belarus, Bosnia and Herzegovina, Bulgaria, Macedonia, Moldova, Montenegro, Nigeria, Romania, Russian Federation, Serbia and Ukraine. The Company produces, sells and distributes beverage brands. The Company markets Coca-Cola, Coca-Cola Zero, Coca-Cola Light, Fanta and Sprite, as well as water, juice and energy drinks.",,,active,7716966193,28390,"['CloudFlare', 'Google Tag Manager']"
,,,,,,,,http://yahoo.com,,,0,Yahoo! Research Labs,United States,Computer Software,1M - 10M,10 - 50,,A new welcome to Yahoo. The new Yahoo experience makes it easier to discover the news and information that you care about most. It's the web ordered for you.,-122.03668,37.420677,active,,,['Drupal']
,,,,,,,,http://forbesgallagher.com,,,22,Arthur J. Gallagher & Co.,United States,Insurance,> 1B,"> 10,000",1972,"Arthur J. Gallagher & Co. and its subsidiaries are engaged in providing insurance brokerage and consulting services, and third-party claims settlement and administration services to both domestic and international entities. The Company operates through three segments: brokerage, risk management and corporate. The brokerage segment primarily consists of retail and wholesale insurance brokerage operations. Its retail brokerage operations negotiate and place property/casualty, employer-provided health and welfare insurance, and healthcare exchange and retirement solutions principally for middle-market commercial, industrial, public entity, religious and not-for-profit entities. The risk management segment provides contract claim settlement and administration services for enterprises that choose to self-insure some or all of their property/casualty coverages and for insurance companies that choose to outsource some or all of their property/casualty claims departments.",,,active,7200000000,33300,"['Amazon Cloudfront', 'BugHerd', 'Google Analytics', 'Google Tag Manager', 'Incapsula', 'NewRelic']"
,,,,,,,,http://qualityanalyst.net,,,0,Quality Analyst & Labs Pvt. Ltd.,India,,,,,Quality Analyst & Labs P. Ltd. is an Analytical laboratory services & testing labs in Gurgaon. We provide a comprehensive range of water quality testing services & environmental services.,,,active,,,['Google Analytics']
,,,,,,,,http://atlasenergy.com,,,1,Atlas Energy Group LLC,United States,Civil Engineering,1M - 10M,"500 - 1,000",2011,"Atlas Energy Group, LLC is an energy management company, which acquires and develops upstream and midstream oil and gas assets. The Company has ownership interests in the general partner Class A units, and over 23.3% limited partner interest in Atlas Resource Partners, L.P. (ARP), which is an independent developer and producer of natural gas, crude oil and natural gas liquids; over 80% general partner interest and approximately 2.1% limited partner interest in Atlas Growth Partners, L.P. (AGP), which conducts natural gas and oil operations in the mid-continent region of the United States, and owns approximately 15.9% general partner interest and over 12% limited partner interest in Lightfoot Capital Partners, L.P. and Lightfoot Capital Partners GP, LLC, its general partner, which incubates new master limited partnerships (MLPs) and invests in existing MLPs. Its segments include ARP, AGP, and Corporate and other. The Company focuses on the development and growth of energy enterprises.",-97.332214,32.754574,active,8180000,619,"['Google Analytics', 'WordPress']"
,,,,,,,,http://piedigrottabakery.com,,,0,Piedigrotta LLC,United States,Restaurants,0 - 1M,1 - 10,2002,"""เบเกอรี่ ไพดี้"" บล็อกส่วนตัว",-76.59924,39.28636,active,,,['Google Tag Manager']
,,,,,,,,http://kompas.com,,,0,Kompas.com,Indonesia,Online Media,100M - 200M,"500 - 1,000",1995,"Kompas.com - Berita Indonesia dan Dunia Terkini Hari Ini, Kabar Harian Terbaru Terpercaya Terlengkap Seputar Politik, Ekonomi, Travel, Teknologi, Otomotif, Bola",,,active,,,"['CloudFlare', 'Google DoubleClick', 'Google Tag Manager', 'NewRelic', 'outbrain']"
,,,,,,,,,,,0,United Van Lines Agent,United States,,10M - 50M,50 - 200,,,-73.15088,41.166676,active,,,[]
,,,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,,,http://manulife.ca,,,4,Manulife Securities Incorporated,Canada,Financial Services,200M - 1B,"1,000 - 5,000",2001,"At Manulife Securities, we believe there is no better way to serve the needs of Canadian investors than by providing access to independent, unbiased financial advice. Through a network of more than 1,200 advisors located in communities from coast to coast, we provide a comprehensive suite of financial products and services to help you invest for your future.

If you’re an experienced financial advisor you’ve come to the right place. Let’s talk.

To read our disclaimers, go to: www.manulifesecurities.ca/disclaimers",,,active,,,"['CloudFlare', 'Foresee', 'Salesforce force.com']"
,,,,,,,,http://lexology.com,,,0,Lexology,United Kingdom,Information Services,10M - 50M,50 - 200,,"Lexology delivers the most comprehensive source of international legal updates, analysis and insights. We publish in excess of 450 articles every day from over 800 leading law firms and service providers worldwide across 50 work areas in 25 languages. Our fully searchable intelligence platform now contains more than 750,000 articles.

To register to receive your free, fully customizable newsfeed please visit www.lexology.com/account/register.aspx",,,active,,,"['Amazon Cloudfront', 'CloudFlare', 'Google Analytics', 'Google Tag Manager']"
,,,,,,,,http://cambridge.org,,,0,Cambridge University Press Ltd.,United Kingdom,Management Consulting,200M - 1B,"1,000 - 5,000",1534,"MRS Bulletin - Amit Misra, Chair, Ilke Arslan, N. (Balu) Balasubramanian, Christopher J. Bettinger, Tommie Kelley, Igor Lubomirsky, Fiona C. Meldrum, Steven C. Moss, Linda J. Olafsen, Boaz Pokroy, Zhiwei Shan, Subhash Shinde, Eric Werwa, M. Stanley Whittingham",,,active,,,"['AddThis', 'Amazon Cloudfront', 'Drupal', 'Google Analytics', 'Google Tag Manager', 'NewRelic', 'Varnish', 'WordPress']"
,,,,,,,,http://lge.co.kr,,,0,LG Electronics Inc,"Korea, Republic of",Consumer Electronics,> 1B,"> 10,000",2002,"LG ELECTRONICS INC. is a Korea-based company principally engaged in the manufacturing and sale of electronic products. Along with its subsidiaries, the Company operates its business through seven segments. The Home Appliance and Air Solution (H&A) segment provides refrigerators, washing machines, air conditioners, microwave ovens, cleaners and others. The Home Entertainment (HE) segment supplies televisions (TVs), monitors, personal computers (PCs), audios and videos. The Mobile Communication (MC) segment offers mobile terminal equipment. The LG Innotek Co., Ltd. (Innotek) and Its Subsidiaries segment offers light-emitting diode (LED), board materials and others. The Vehicle Component (VC) segment provides automobile parts. The Business-to-Business (B2B) segment produces information displays, solar modules, among others. The Other segment involves in the water treatment, equipment manufacture business.",,,active,51200930799,37840,"['Braintree', 'CloudFlare', 'Foresee', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'NewRelic']"
,,,,,,,,http://law360.com,,,9,"Portfolio Media, Inc.",United States,Financial Services,50M - 100M,200 - 500,2003,"News and analysis on legal developments including litigation filings, case settlements, verdicts, regulation, enforcement, legislation, corporate deals, and business of law.",-73.99031,40.737186,active,,398,"['Google DoubleClick', 'Google Tag Manager', 'NewRelic']"
,,,,,,,,http://landmarkinsurance.net,,,1,"LANDMARK GROUP OF BRIGHTON, INC",United States,Staffing and Recruiting,1M - 10M,10 - 50,1984,"At SDN, we listen to your goals, preferences and budget constraints to translate that understanding into effective results.",-77.569466,43.151203,active,,14,"['Google Tag Manager', 'Varnish']"
,,,,,,,,http://allwaytools.com,,,0,"Allway Tools, Inc.",United States,Manufacturing,10M - 50M,50 - 200,1935,"Allway Tools, Inc. is a company based out of 1255 Seabury Avenue P.O. Box 777, Bronx, New York, United States.",-73.84199,40.83453,active,,90,"['CloudFlare', 'Google Tag Manager', 'MaxCDN', 'WooCommerce', 'WordPress']"
,,,,,,,,http://kia.com,,,0,Kia Motors Corp,"Korea, Republic of",Automotive,> 1B,"> 10,000",1944,"KIA MOTORS CORPORATION is a Korea-based company principally engaged in the manufacture and distribution of automobiles. The Company's products include passenger vehicles, recreational vehicles (RVs), taxi, bus, commercial vehicles as well as hybrid vehicles under the brand names of K3, K5, K7, K9, Soul, Sedona, Sorento, Sportage and others. The Company also engaged in the manufacture of automobile components, as well as prevision of rental and maintenance services. The Company distributes its products within domestic market and to overseas markets, such as North America, Europe and other Asian countries, among others.",,,active,47782605135,51360,"['AddThis', 'Bizo', 'CloudFlare', 'Eloqua', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'LiveChatInc', 'Optimizely']"
,,,,,,,,http://wolverhampton-racecourse.co.uk,,,0,Wolverhampton Racecourse,United Kingdom,Performing Arts,10M - 50M,50 - 200,1825,Wolverhampton Racecourse,-2.136234,52.601856,active,,,"['Google Tag Manager', 'Wingify/Visual Website Optimizer']"
,,,,,,,,http://methodhome.com,,,0,"Method Products, Inc.",United States,Manufacturing,10M - 50M,50 - 200,2000,"naturally-derived, biodegradable, non-toxic household cleaners, laundry supplies, personal care + soap. shop online or find out where to buy method.",-122.403824,37.79412,active,,,"['Amazon Cloudfront', 'BigCommerce', 'Google Tag Manager', 'WordPress']"
,,,,,,,,http://ezsystemsllc.com,,,0,"EZ AUTOMATION SYSTEMS, LLC",United States,Industrial Automation,0 - 1M,1 - 10,2010,"EZ Automation Systems, LLC is a professional system integrator specialized in 2D and 3D Machine Vision and Machine Learning, Data Tracking, and Process Automation. 

Established in 2005 and with over a century of combined vision and integration experience, we are the premiere vision and integrated solutions provider in the southeast. Our reach extends from the US to Europe and the Caribbean.

We deploy off-the-shelf, custom applications, reporting tools and middle-ware to integrate our solutions to the manufacturing plant floor and the enterprise ERP, QMS (Quality Management Systems) and other business systems.",,,active,,,"['Google Analytics', 'WordPress']"
,,,,,,,,http://graphicimaging.net,,,1,GRAPHIC IMAGING SERVICES INC,United States,Printing,0 - 1M,1 - 10,1997,"For 22 years,  we have been the experts in the capture of paper.  Our experience includes large format solutions and providing all types of scanning services.  We have evolved with the industry and technology and offer expertise in Information Governance.  

Our goal is to  provide our customers with quality images, good metadata and a single source of the truth to manage their records.

Simply put:  We use what we sell, we sell what we use and we fix it!",,,active,,4,"['Google Tag Manager', 'WordPress']"
,,,,,,,,http://inktel.com,,,1,Inktel Direct Corporation,United States,,,,1993,We specialize in managing both inbound and outbound multi-channel sales and service environments within multiple contact center locations.,-80.29546,25.900112,active,,,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'MaxCDN', 'Salesforce salesforce.com', 'Salesforce Servlet', 'Salesforce Servlet WebToLead', 'ShareThis', 'WordPress']"
,,,,,,,,http://cardiacdirect.com,,,0,"Raine Industries, Inc.",United States,Wholesale,0 - 1M,1 - 10,2007,CardiacDirect provides medical equipment and supplies from all of the top medical device brands at an affordable price.,-119.20582,34.241722,active,,6,"['Google Tag Manager', 'WooCommerce', 'WordPress']"
,,,,,,,,http://indiumit.ee,,,0,Indium OÜ,Estonia,Computer Software,,,,,,,active,,,[]
,,,,,,,,http://aandp-group.com,,,0,A&P Group of Companies,United Arab Emirates,Construction,> 1B,"5,000 - 10,000",1975,"A&P Group of Companies has been operating since the early 70’s, when the foundations for the ambitious industrial and infrastructure development program of the Arabian Gulf and the Middle East regions were laid. Since then the Group has successfully executed a large number of complex and landmark projects in all disciplines of Mechanical, Electrical and Plumbing works spanning an array of installations in different sectors including airports, hospitals, sports facilities, rail, hospitality, power distribution, district cooling, military, residential, commercial, industrial, educational facilities and major infrastructure projects over five decades of presence in the industry and specifically in Europe, the Middle East and North Africa. In 2006, A&P Group of Companies was bought by the Joannou and Paraskevaides (Overseas) Group J&P(O), an affiliate multinational Building, Civil Engineering and  Oil and Gas Contractor, operating in Europe, Asia, Middle East and North Africa.  This has provided A&P Group of Companies with significant additional support and facilities that they have been utilizing successfully to expand and increase their market share while maintaining the quality provided to its Clients, and is currently the largest MEP Contractor in the GCC by Volume of Work and Order Book.

A&P Group operates in various countries under its two separate brands, A&P and CONSPEL.

The Group employs a large number of highly qualified Engineers and other professionals, most of which have been employed in the MENA region and Europe for many years, and are hence familiar with the conditions, design parameters, and industry standards specific to the area. A&P currently employs more than 8,000 employees from 25 countries across its operations.

A&P is cognizant of its clients’ requirements, and pays particular attention to the safety, and health of our employees, as well as the preservation of the environment and welfare of the communities which we work in. Our long-serving workforce and staff, and their valuable experience place A&P as a leader in the MEP Construction industry.",,,active,,,"['Google Analytics', 'WordPress']"
,,,,,,,,http://fogmaster.com,,,0,THE FOGMASTER CORPORATION,United States,,1M - 10M,10 - 50,1982,Fogmaster - We make the Foggers that make your life Easier,-80.14442,26.302822,active,,,[]
