_id,branches_count,company_name,company_status,content,country,date_added,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,progress,revenue,revenue_range,source,technologies_used,views,year_founded
64601c998e116d3d1d0c16e2,0,FIMM,active,"FIMM | 803 followers on LinkedIn. Concepteur & Fabricant de solutions de manutention, standard & sur-mesure, pour les professionnels | FIMM est spécialisée dans la conception et la fabrication de solutions de manutention ergonomiques standard & sur mesure: diables, diables à bouteilles, chariots, dessertes, servantes d'atelier, escabeaux, remorques..",France,2023-03-02,null,"FIMM | 803 followers on LinkedIn. Concepteur & Fabricant de solutions de manutention, standard & sur-mesure, pour les professionnels | FIMM est spécialisée dans la conception et la fabrication de solutions de manutention ergonomiques standard & sur mesure: diables, diables à bouteilles, chariots, dessertes, servantes d'atelier, escabeaux, remorques..",FIMM,54,50 - 200,Machinery,true,2023-05-14T09:33:00.634Z,null,http://fimm.fr/,null,10%,$20M,1M - 10M,Royal,"[""Google Analytics"",""MaxCDN""]",null,1956
64601c9a8e116d3d1d0c16e3,0,Ferretería EPA,active,"Ferretería EPA | Compre en línea productos para la construcción, decoración y remodelación de su hogar: ferretería, baño, cocina, ambientes, ideas, tutoriales...",Venezuela,2023-03-02,null,"Ferretería EPA | Compre en línea productos para la construcción, decoración y remodelación de su hogar: ferretería, baño, cocina, ambientes, ideas, tutoriales...",Ferretería EPA,2516,"5,000 - 10,000",Retail,true,2023-05-14T09:33:05.404Z,null,https://www.epaenlinea.com/,null,0%,$530M,> 1B,Royal,"[""Google Tag Manager""]",null,1992
64601c9c8e116d3d1d0c16e4,0,Schwartz Hautmont Port Shop,active,"Schwartz Hautmont is a Spanish company leader in the manufacturing and construction of steel structures for the oil and gas, chemical industry, and energy.",Spain,2023-02-24,null,"Schwartz Hautmont is a Spanish company leader in the manufacturing and construction of steel structures for the oil and gas, chemical industry, and energy.",SCHWARTZ HAUTMONT CONSTRUCCIONES METALICAS SA,567,"500 - 1,000",Manufacturing,true,2023-05-14T09:33:10.200Z,null,https://www.shcm.es/,null,100%,$111.8,100M - 200M,Royal,"[""Google Tag Manager""]",null,1963
64601c9e8e116d3d1d0c16e5,0,Stone and Electrical Contractors,active,"Stone & Sons Electrical Contractors, Inc offers a wide range of electrical services in the Transportation, Industrial and Municipal Markets including new construction, custom designs/installations, repairs, maintenance and systems upgrades.",United States,2023-02-22,null,"Stone & Sons Electrical Contractors, Inc offers a wide range of electrical services in the Transportation, Industrial and Municipal Markets including new construction, custom designs/installations, repairs, maintenance and systems upgrades.",STONE & SONS ELECTRICAL CONTRACTORS INC,104,50 - 200,Construction,true,2023-05-14T09:33:14.975Z,null,https://stoneandsons.com/,null,100%,$19.1M,10M - 50M,Royal,"[""Google Tag Manager"",""WordPress""]",null,1994
64601ca08e116d3d1d0c16e6,0,Ancora - Sistemas de Fixacao,active,"Líder em fabricação de chumbadores metálicos, há 19 anos fazendo produtos de qualidade e segurança.

Na Âncora você encontra a melhor opção de fixação para sua obra, sejam silicones, espumas, rebites, fixadores tanto químicos como metálicos, bem como uma equipe altamente capacitada para atendê-lo.

Conheça mais sobre nossos produtos, através do nosso canal de vendas (+19) 2136-4455 ou pelo site www.ancora.com.br",Brazil,2023-02-20,null,"Líder em fabricação de chumbadores metálicos, há 19 anos fazendo produtos de qualidade e segurança.

Na Âncora você encontra a melhor opção de fixação para sua obra, sejam silicones, espumas, rebites, fixadores tanto químicos como metálicos, bem como uma equipe altamente capacitada para atendê-lo.

Conheça mais sobre nossos produtos, através do nosso canal de vendas (+19) 2136-4455 ou pelo site www.ancora.com.br",Âncora Sistemas de Fixação,140,50 - 200,Construction,true,2023-05-14T09:39:27.294Z,null,https://www.ancora.com.br/,null,100%,$35.3M,10M - 50M,Royal,"[""Google Tag Manager"",""WooCommerce"",""WordPress""]",null,1992
64601ca28e116d3d1d0c16e7,2,DALLAS SCHOOL DISTRICT,active,null,United States,2023-02-20,null,null,Schools Public,75,75,Primary/Secondary Education,true,2023-05-14T09:33:24.592Z,44.917299,http://www.dallas.k12.or.us/,-123.297921,100%,$22M,$22M,Royal,"[""Google Analytics"",""Google DoubleClick"",""Google Tag Manager""]",null,null
64601ca38e116d3d1d0c16e8,2,Delallo,active,"George DeLallo Company | 1,947 followers on LinkedIn. The George DeLallo Company was founded with the ideals of offering true authentic Italian foods with integrity and consistency. In the mid-1940s, Mr. George DeLallo began selling Italian grocery items door-to-door in the immigrant neighborhoods of Western Pennsylvania.",United States,2023-02-14,null,"George DeLallo Company | 1,947 followers on LinkedIn. The George DeLallo Company was founded with the ideals of offering true authentic Italian foods with integrity and consistency. In the mid-1940s, Mr. George DeLallo began selling Italian grocery items door-to-door in the immigrant neighborhoods of Western Pennsylvania.","George E. DeLallo Co., Inc.",255,200 - 500,Food Production,true,2023-05-14T09:39:32.136Z,null,https://www.delallo.com/,null,100%,$300M,10M - 50M,Royal,"[""BigCommerce"",""Braintree"",""Google Tag Manager""]",null,1954
64601ca58e116d3d1d0c16e9,0,Reventics,active,"Reventics | 2,963 followers on LinkedIn. New-age, physician-focused clinical documentation improvement (CDI) and Revenue cycle management (RCM) company.  | Reventics is a new-age, physician-focused clinical documentation improvement (CDI) and revenue cycle management (RCM) company. We are changing the way the industry thinks about CDI and RCM by placing the provider at the center of everything we do.

Reventics is focused on Provider performance improvement and its solutions are built on the foundation of its C-A-T model: Clinically focused, Analytics led & Technology driven.",United States,2023-02-13,null,"Reventics | 2,963 followers on LinkedIn. New-age, physician-focused clinical documentation improvement (CDI) and Revenue cycle management (RCM) company.  | Reventics is a new-age, physician-focused clinical documentation improvement (CDI) and revenue cycle management (RCM) company. We are changing the way the industry thinks about CDI and RCM by placing the provider at the center of everything we do.

Reventics is focused on Provider performance improvement and its solutions are built on the foundation of its C-A-T model: Clinically focused, Analytics led & Technology driven.","REVENTICS, INC",72,50 - 200,Hospital & Health Care,true,2023-05-14T09:33:34.148Z,39.61618,http://www.reventics.com/,-104.89475,99%,$20.6M,10M - 50M,Royal,"[""CloudFlare""]",null,2015
64601ca78e116d3d1d0c16ea,0,Trendsetter Engineering,active,"Trendsetter is a global provider of specialized subsea solutions to the oil and gas industry's toughest challenges. We specialize in solving unconventional problems with conventional field-proven technology, especially in a crisis environment. 

Our quick response, innovative technology and commitment to customer service, safety and quality, is what makes us the leader in contemporary subsea solutions. Our team of experts has established a reputation for providing cutting-edge, reliable solutions with a quick turnaround, while keeping safety as the number one priority.  

Our expertise and inventive approach ensures our clients receive the most advanced and dependable solutions available today in the subsea oil and gas industry.",United States,2023-02-08,null,"Trendsetter is a global provider of specialized subsea solutions to the oil and gas industry's toughest challenges. We specialize in solving unconventional problems with conventional field-proven technology, especially in a crisis environment. 

Our quick response, innovative technology and commitment to customer service, safety and quality, is what makes us the leader in contemporary subsea solutions. Our team of experts has established a reputation for providing cutting-edge, reliable solutions with a quick turnaround, while keeping safety as the number one priority.  

Our expertise and inventive approach ensures our clients receive the most advanced and dependable solutions available today in the subsea oil and gas industry.","TRENDSETTER ENGINEERING, INC",177,50 - 200,Architecture & Planning,true,2023-05-14T09:39:41.768Z,30.003595,http://www.trendsetterengineering.com/,-95.5813,100%,$82M,10M - 50M,Royal,"[""CloudFlare"",""Google Tag Manager"",""MaxCDN""]",null,1996
64601ca98e116d3d1d0c16eb,4,INNOVATION COLLABORATION SYNERGY,active,"ICS is a strategically diversified technology solutions company operating in different markets serving both Federal and Commercial clients with innovations that span Infrastructure, Networks, Application Development, Systems Engineering, Security and Enterprise Support.

Founded in 2003 by Shehraze and Khurram Shah, ICS is a capable small business. We compete within our defined areas of expertise by offering best value solutions, services and products, always with our eyes firmly fixed on helping you deliver your mission while staying true to our corporate values.

ICS helps our distinct clients design and implement solutions that allow their organization to be more effective, productive and efficient.",United States,2023-02-06,null,"ICS is a strategically diversified technology solutions company operating in different markets serving both Federal and Commercial clients with innovations that span Infrastructure, Networks, Application Development, Systems Engineering, Security and Enterprise Support.

Founded in 2003 by Shehraze and Khurram Shah, ICS is a capable small business. We compete within our defined areas of expertise by offering best value solutions, services and products, always with our eyes firmly fixed on helping you deliver your mission while staying true to our corporate values.

ICS helps our distinct clients design and implement solutions that allow their organization to be more effective, productive and efficient.","ICS Nett, Inc.",182,50 - 200,Computer Software,true,2023-05-14T09:33:41.353Z,38.88064,https://www.ics-nett.com/,-77.22779,100%,$30.4M,10M - 50M,Royal,"[""Google Tag Manager"",""WordPress""]",null,2003
64601cab8e116d3d1d0c16ec,0,Casa Ley,active,"Casa Ley es la empresa líder en el sector autoservicio en el noroeste del país. Nuestra historia comienza en 1954 cuando el inmigrante chino Don Juan Ley Fong acompañado de su esposa e hijos llega a la ciudad de Culiacán, Sinaloa para abrir el primero de nuestros establecimientos, aquella tienda de mayoreo y medio mayoreo fue el primer eslabón de nuestra cadena, siendo una empresa con principios y valores que a través de esfuerzo, tenacidad, colaboración y amor por el trabajo nos hemos convertido en una de las historias de éxito más relevantes en el mundo del comercio de todo México.

Actualmente contamos con más de 266 establecimientos siendo una cadena de tiendas de Autoservicio multiformato en la que laboramos más de 22 mil colaboradores, teniendo presencia en las ciudades más importantes de los Estados de Sinaloa, Sonora, Baja California, Baja California Sur, Coahuila, Durango, Colima, Nayarit, Jalisco y Guanajuato.

A través de la mejor oferta de productos y servicios servimos a nuestros clientes, para quienes procuramos siempre variedad, frescura, calidad y cumpliendo la promesa de ofrecerles siempre “Más cosas a Mejores Precios”.",Mexico,2023-02-02,null,"Casa Ley es la empresa líder en el sector autoservicio en el noroeste del país. Nuestra historia comienza en 1954 cuando el inmigrante chino Don Juan Ley Fong acompañado de su esposa e hijos llega a la ciudad de Culiacán, Sinaloa para abrir el primero de nuestros establecimientos, aquella tienda de mayoreo y medio mayoreo fue el primer eslabón de nuestra cadena, siendo una empresa con principios y valores que a través de esfuerzo, tenacidad, colaboración y amor por el trabajo nos hemos convertido en una de las historias de éxito más relevantes en el mundo del comercio de todo México.

Actualmente contamos con más de 266 establecimientos siendo una cadena de tiendas de Autoservicio multiformato en la que laboramos más de 22 mil colaboradores, teniendo presencia en las ciudades más importantes de los Estados de Sinaloa, Sonora, Baja California, Baja California Sur, Coahuila, Durango, Colima, Nayarit, Jalisco y Guanajuato.

A través de la mejor oferta de productos y servicios servimos a nuestros clientes, para quienes procuramos siempre variedad, frescura, calidad y cumpliendo la promesa de ofrecerles siempre “Más cosas a Mejores Precios”.","Casa Ley, SAPI de CV",22000,"> 10,000",Food & Beverages,true,2023-05-14T09:39:46.537Z,null,https://www.casaley.com.mx/,null,100%,$21.9B,> 1B,Royal,"[""Google Tag Manager"",""WordPress""]",null,1954
64601cac8e116d3d1d0c16ed,1,Pillar Resource Services,active,"Pillar provides facility installation, modification and
fabrication services to Western Canadian oil and gas industry.
Pillar also carries a range of oil and gas products related to
the installation of oil and gas processing equipment. Pillar
has registered quality control programs with each regulatory
body in Alberta, Saskatchewan, B.C. and N.W.T.
B.C..  Pillar is also recognized for our safety on the job with
the Partners program.  The company is a member of the Merit
Contractors Association.",Canada,2023-01-21,null,"Pillar provides facility installation, modification and
fabrication services to Western Canadian oil and gas industry.
Pillar also carries a range of oil and gas products related to
the installation of oil and gas processing equipment. Pillar
has registered quality control programs with each regulatory
body in Alberta, Saskatchewan, B.C. and N.W.T.
B.C..  Pillar is also recognized for our safety on the job with
the Partners program.  The company is a member of the Merit
Contractors Association.",Pillar Resource Services Inc.,300,200 - 500,Civil Engineering,true,2023-05-14T09:34:00.565Z,null,https://www.pillar.ca/,null,40%,100897500,100M - 200M,Royal,"[""Google Analytics""]",null,1983
64601cae8e116d3d1d0c16ee,0,Cadmet,active,"Cadmet, Inc. is a Medical Device company located in Pennsylvania, and has been distributing surgical imaging supplies for over 30 years.  Our customers have been with us for over 10 years on average, trust our service, and know we provide options on OEM and price saving alternatives.

What they tell us is our greatest value is our significant savings on medical bulbs, print media, surgical displays, fiber optic cables, sealed keyboards and much more.",United States,2023-01-20,null,"Cadmet, Inc. is a Medical Device company located in Pennsylvania, and has been distributing surgical imaging supplies for over 30 years.  Our customers have been with us for over 10 years on average, trust our service, and know we provide options on OEM and price saving alternatives.

What they tell us is our greatest value is our significant savings on medical bulbs, print media, surgical displays, fiber optic cables, sealed keyboards and much more.",CADMET INC,17,10 - 50,Medical Devices,true,2023-05-14T09:34:05.367Z,null,https://cadmet.com/,null,100%,$17.2M,1M - 10M,Royal,"[""Google Tag Manager"",""MaxCDN"",""PrestaShop""]",null,1987
64601cb08e116d3d1d0c16ef,0,K Azarosian Costello,active,"Kazarosian Costello LLP is a multijurisdictional law firm with attorneys admitted to the practice of law in MA, NH, NY, ME, CA, and the federal courts. Each has earned the recognition and the reputation of skillful advocate in the various fields of practice, including personal injury, police misconduct, divorce and family law, and general civil litigation.",United States,2023-01-18,null,"Kazarosian Costello LLP is a multijurisdictional law firm with attorneys admitted to the practice of law in MA, NH, NY, ME, CA, and the federal courts. Each has earned the recognition and the reputation of skillful advocate in the various fields of practice, including personal injury, police misconduct, divorce and family law, and general civil litigation.",Kazarosian Costello LLP,20,1 - 10,Law Practice,true,2023-05-14T09:34:10.144Z,null,https://www.kazcolaw.com/,null,100%,$5.2M,0 - 1M,Royal,"[""Amazon AWS S3"",""MailChimp"",""WordPress""]",null,2014
64601cb28e116d3d1d0c16f0,0,Livingston,active,"North America’s most experienced customs broker and leading provider of global trade management, trade consulting, customs compliance and freight solutions.",Canada,2023-01-17,null,"North America’s most experienced customs broker and leading provider of global trade management, trade consulting, customs compliance and freight solutions.",Livingston Group,"2,978","2,978",Package/Freight Delivery,true,2023-05-14T09:40:05.743Z,null,http://www.livingstonintl.com/,null,0%,$879M,$879M,Royal,"[""CloudFlare"",""Demandbase"",""Google Analytics"",""Google DoubleClick"",""Google Tag Manager"",""Pardot"",""Salesforce force.com"",""Salesforce Live Agent"",""Salesforce salesforce.com""]",null,1945
64601cb48e116d3d1d0c16f1,0,Autodelta,active,"Dispomos de uma vasta gama de peças e acessórios para veículos ligeiros e comerciais. Com as melhores marcas, sempre ao melhor preço!",Portugal,2023-01-16,null,"Dispomos de uma vasta gama de peças e acessórios para veículos ligeiros e comerciais. Com as melhores marcas, sempre ao melhor preço!","Auto Delta - Comércio de Peças, Acessórios e Automóveis",5,5,Automotive,true,2023-05-14T09:34:14.945Z,39.7417732,https://www.autodelta.pt/,-8.797797,20%,$5M,$5M,Royal,"[""CloudFlare"",""Google Tag Manager"",""WordPress""]",null,null
64601cb58e116d3d1d0c16f2,0,Westsächsische Hochschule Zwickau,active,"Zwickau ist die Heimat von 100 000 Seelen und somit die viertgrÃ¶Ãte Ansiedlung in Sachsen. Es ist ein Ãrtchen mit Tradition und Kultur und nicht nur deswegen bekannt, weil der bekannte Robert Schumann hier das Licht der Welt erblickt hat. Auch wenn die historische Altstadt im gleichen Glanz erscheint, wie zu Schumanns Lebzeiten. Besonders fÃ¼r …",Germany,2023-01-14,null,"Zwickau ist die Heimat von 100 000 Seelen und somit die viertgrÃ¶Ãte Ansiedlung in Sachsen. Es ist ein Ãrtchen mit Tradition und Kultur und nicht nur deswegen bekannt, weil der bekannte Robert Schumann hier das Licht der Welt erblickt hat. Auch wenn die historische Altstadt im gleichen Glanz erscheint, wie zu Schumanns Lebzeiten. Besonders fÃ¼r …",Westsächsische Hochschule Zwickau,500,"500 - 1,000",Primary/Secondary Education,true,2023-05-14T09:40:10.553Z,50.715856,https://www.fh-zwickau.de/,12.494568,0%,$106M,100M - 200M,Royal,"[""WordPress""]",null,1897
64601cb78e116d3d1d0c16f3,1,Chinery and Douglas,active,Are you looking for a Santa Monica mediation lawyer or an arbitration attorney in Southern California? Call us today!,United States,2023-01-12,null,Are you looking for a Santa Monica mediation lawyer or an arbitration attorney in Southern California? Call us today!,LEHRMAN LAW GROUP P.C,11,10 - 50,Legal Services,true,2023-05-14T09:40:15.334Z,34.031624,http://www.lvcdlaw.com/,-118.38389,0%,$42M,1M - 10M,Royal,"[""WordPress""]",null,1998
64601cb98e116d3d1d0c16f4,6,Ruhrpumpen,active,Ruhrpumpen is one of the world’s leading manufacturers of centrifugal and reciprocating pumps with a wide range of pumping solutions across industries,United States,2023-01-12,null,Ruhrpumpen is one of the world’s leading manufacturers of centrifugal and reciprocating pumps with a wide range of pumping solutions across industries,"Ruhrpumpen, Inc.",324,200 - 500,Machinery,true,2023-05-14T09:40:20.133Z,36.09675,http://www.ruhrpumpen.com/,-95.88046,0%,$343m,50M - 100M,Royal,"[""Google Tag Manager"",""MailChimp""]",null,2000
64601cba8e116d3d1d0c16f5,null,DSBJ DATA LEAK,null,null,null,2023-01-03,null,null,null,2000,2000,null,true,2023-05-14T09:40:34.638Z,null,http://www.dsbj.com/,null,0%,$5B,$5B,Royal,[],null,null
64601cbc8e116d3d1d0c16f6,0,Iowa Public Television,active,"Created in 1969, Friends of Iowa PBS/Iowa PBS Foundation is committed to the development, growth and support of Iowa PBS through the building of a strong statewide membership base. Our members provide nearly 90% of the out-of-pocket costs of acquiring and producing general audience programming. Because 65,000 households across Iowa and its bordering states contribute to Friends, Iowa PBS programming continues to educate, enlighten and entertain.",United States,2022-12-29,null,"Created in 1969, Friends of Iowa PBS/Iowa PBS Foundation is committed to the development, growth and support of Iowa PBS through the building of a strong statewide membership base. Our members provide nearly 90% of the out-of-pocket costs of acquiring and producing general audience programming. Because 65,000 households across Iowa and its bordering states contribute to Friends, Iowa PBS programming continues to educate, enlighten and entertain.",IOWA PUBLIC TELEVISION FOUNDATION,21,10 - 50,Nonprofit Organization Management,true,2023-05-14T09:40:41.895Z,null,http://www.iowapbs.org/,null,100%,12817946,10M - 50M,Royal,"[""Constant Contact"",""Drupal"",""Google Analytics"",""Google Tag Manager""]",null,1969
64601cbe8e116d3d1d0c16f7,0,Emoney,active,"Australia’s largest privately owned non-bank lender with over 25 years expertise.
Established in 1996 as Australian First Mortgage and later National Mortgage Company, and now merged as emoney Home Loans, creating the most competitive non-bank lender in Australia. 
Providing the fasted, most flexible and personalised service possible - we're proudly making dream homes possible to all Australians nation wide.

Our products include:
•	First home buyer solutions
•	Construction
•	Specialist lending 
•	Low deposit loans 
•	Low doc 
•	SMSF loans
•	Personal loans
•	Small business loans
•	Commercial loans

We deliver flexible solutions, competitive rates and exceptional service to borrowers from all walks of life. All applications are assessed on a case-by-case basis, to ensure we can deliver competitive financial solutions designed to suit every buyers circumstances.

Let us take the confusion out of your home loan search, saving you time and money so you can concentrate on finding your dream home!",Australia,2022-12-28,null,"Australia’s largest privately owned non-bank lender with over 25 years expertise.
Established in 1996 as Australian First Mortgage and later National Mortgage Company, and now merged as emoney Home Loans, creating the most competitive non-bank lender in Australia. 
Providing the fasted, most flexible and personalised service possible - we're proudly making dream homes possible to all Australians nation wide.

Our products include:
•	First home buyer solutions
•	Construction
•	Specialist lending 
•	Low deposit loans 
•	Low doc 
•	SMSF loans
•	Personal loans
•	Small business loans
•	Commercial loans

We deliver flexible solutions, competitive rates and exceptional service to borrowers from all walks of life. All applications are assessed on a case-by-case basis, to ensure we can deliver competitive financial solutions designed to suit every buyers circumstances.

Let us take the confusion out of your home loan search, saving you time and money so you can concentrate on finding your dream home!",emoney Home Loans,41,41,Financial Services,true,2023-05-14T09:34:43.766Z,null,http://www.emoneyfinance.com.au/,null,0%,$9M,$9M,Royal,"[""Google Tag Manager"",""LiveChatInc"",""MaxCDN"",""WooCommerce"",""WordPress""]",null,1996
64601cc08e116d3d1d0c16f8,0,Grupo Ibiapina Ltda,active,"Distribuidor especializado em produtos de Higiene Pessoal e Beleza, Limpeza e Alimentos. Com 30 anos de mercado a Comercial Ibiapina atende a 575 municípios dos estados do Ceará, Piauí e Rio Grande do Norte. Distribuidor exclusivo Broker Garoto no Ceará a empresa têm em sua história diversas premiações do ramo.",Brazil,2022-12-27,null,"Distribuidor especializado em produtos de Higiene Pessoal e Beleza, Limpeza e Alimentos. Com 30 anos de mercado a Comercial Ibiapina atende a 575 municípios dos estados do Ceará, Piauí e Rio Grande do Norte. Distribuidor exclusivo Broker Garoto no Ceará a empresa têm em sua história diversas premiações do ramo.",Comercial Ibiapina Ltda,266,"500 - 1,000",Retail,true,2023-05-14T09:34:58.171Z,null,https://www.grupoibiapina.com.br/,null,100%,$51M,100M - 200M,Royal,"[""WooCommerce"",""WordPress""]",null,1985
64601cc28e116d3d1d0c16f9,0,HELMA Eigenheimbau AG,active,"HELMA Eigenheimbau AG is a Germany-based company that specializes in design and construction of new private residential buildings and houses. The Company diversifies its activities into three business segments: building services business; property development business, and Other. The main area of operations of the building services business encompasses the planning and construction management of detached and semi-detached houses on the basis of customer orders. In the property development business, constructions are realized and marketed on the Company's own land. The Other business segment comprises the broking business for building-related financing and insurance. As of December 31, 2011, the Company had three wholly-owned subsidiaries: Hausbau Finanz GmbH, HELMA LUX SA, and HELMA Ferienimmobilien GmbH. It also held a 93.95-stake in HELMA Wohnungsbau GmbH.",Germany,2022-12-27,null,"HELMA Eigenheimbau AG is a Germany-based company that specializes in design and construction of new private residential buildings and houses. The Company diversifies its activities into three business segments: building services business; property development business, and Other. The main area of operations of the building services business encompasses the planning and construction management of detached and semi-detached houses on the basis of customer orders. In the property development business, constructions are realized and marketed on the Company's own land. The Other business segment comprises the broking business for building-related financing and insurance. As of December 31, 2011, the Company had three wholly-owned subsidiaries: Hausbau Finanz GmbH, HELMA LUX SA, and HELMA Ferienimmobilien GmbH. It also held a 93.95-stake in HELMA Wohnungsbau GmbH.",HELMA Eigenheimbau AG,322,200 - 500,Wholesale,true,2023-05-14T09:35:02.963Z,null,https://www.helma.de/,null,100%,287942280,200M - 1B,Royal,"[""Google Tag Manager""]",null,null
64601cc38e116d3d1d0c16fa,0,Rech Informatica Ltda,active,"A Rech Informática, empresa sediada em Novo Hamburgo/RS, vem atuando desde 1990 no mercado de software de gestão empresarial. Foi constituída a partir de um alicerce sólido de valores humanos, conjugando experiência, seriedade e competência nas áreas de informática e gestão empresarial. 

A empresa possui clientes nos estados do Rio Grande do Sul, Santa Catarina, Paraná, São Paulo, Minas Gerais, Rio de Janeiro, Espírito Santo, Bahia, Pernambuco, Paraíba, Ceará, Mato Grosso, Distrito Federal e Goias, atuando mais especificamente no Vale dos Sinos e região metropolitana de Porto Alegre.",Brazil,2022-12-23,null,"A Rech Informática, empresa sediada em Novo Hamburgo/RS, vem atuando desde 1990 no mercado de software de gestão empresarial. Foi constituída a partir de um alicerce sólido de valores humanos, conjugando experiência, seriedade e competência nas áreas de informática e gestão empresarial. 

A empresa possui clientes nos estados do Rio Grande do Sul, Santa Catarina, Paraná, São Paulo, Minas Gerais, Rio de Janeiro, Espírito Santo, Bahia, Pernambuco, Paraíba, Ceará, Mato Grosso, Distrito Federal e Goias, atuando mais especificamente no Vale dos Sinos e região metropolitana de Porto Alegre.",Rech Informática - Sistemas de Gestão,50,50 - 200,Computer Software,true,2023-05-14T09:35:12.526Z,null,https://www.rech.com.br/,null,0%,$10M,10M - 50M,Royal,"[""Google Tag Manager""]",null,1990
64601cc58e116d3d1d0c16fb,0,Aegea Group companies,active,"Founded in late 2010 , the Aegea Saneamento manage sanitation assets through its dealerships in several states of the country, still counting , with the support of Engepav , a company established for the purpose of servicing and administration in general. The company acts as manager of public concessions operating in all processes of the water cycle – supply , collection and treatment of sewage.

In a scenario where nearly 93% of the Brazilian municipalities are operated by state-run companies or independent entities, the Company established an arm for providing services, a wholly-owned subsidiary named GSS – Gestão de Sistemas de Saneamento. By taking advantage of its technical knowledge obtained and applied to its concessionaires, the scope of services involves: contracts for performance/leakage reduction, commercial management and distribution management. Currently, GSS works through  Nacional Águas e Saneamento which operates the sanitation system in the municipality of Penha, in the state of Santa Catarina.

We believe that operational and financial efficiency have fundamental roles to play in regaining the confidence of domestic and international investors who hope to participate in this exceptional context of opportunities in Brazil.",Brazil,2022-12-23,null,"Founded in late 2010 , the Aegea Saneamento manage sanitation assets through its dealerships in several states of the country, still counting , with the support of Engepav , a company established for the purpose of servicing and administration in general. The company acts as manager of public concessions operating in all processes of the water cycle – supply , collection and treatment of sewage.

In a scenario where nearly 93% of the Brazilian municipalities are operated by state-run companies or independent entities, the Company established an arm for providing services, a wholly-owned subsidiary named GSS – Gestão de Sistemas de Saneamento. By taking advantage of its technical knowledge obtained and applied to its concessionaires, the scope of services involves: contracts for performance/leakage reduction, commercial management and distribution management. Currently, GSS works through  Nacional Águas e Saneamento which operates the sanitation system in the municipality of Penha, in the state of Santa Catarina.

We believe that operational and financial efficiency have fundamental roles to play in regaining the confidence of domestic and international investors who hope to participate in this exceptional context of opportunities in Brazil.",Aegea Saneamento e Participações S.A.,2490,"1,000 - 5,000",Utilities,true,2023-05-14T09:35:17.302Z,null,https://www.aegea.com.br/,null,0%,$365M,200M - 1B,Royal,"[""Amazon Cloudfront"",""Google Analytics"",""Google Tag Manager"",""WordPress""]",null,2005
64601cc78e116d3d1d0c16fc,0,MARK-TAYLOR,active,"Mark-Taylor, Inc. | 6,286 followers on LinkedIn. Life upgraded begins at Mark-Taylor luxury apartment communities in Arizona and Nevada. Visit us at www.Mark-Taylor.com | Mark-Taylor Companies is the leading developer, owner, and investment manager of luxury multifamily communities in Arizona and Nevada. At Mark-Taylor, our mission is to create exceptional communities that invite, inspire and feel like home. We are committed to providing exceptional and consistent experiences for residents, employees, clients and business partners.",United States,2022-12-13,null,"Mark-Taylor, Inc. | 6,286 followers on LinkedIn. Life upgraded begins at Mark-Taylor luxury apartment communities in Arizona and Nevada. Visit us at www.Mark-Taylor.com | Mark-Taylor Companies is the leading developer, owner, and investment manager of luxury multifamily communities in Arizona and Nevada. At Mark-Taylor, our mission is to create exceptional communities that invite, inspire and feel like home. We are committed to providing exceptional and consistent experiences for residents, employees, clients and business partners.","Mark-Taylor, Inc.",396,200 - 500,Real Estate,true,2023-05-14T09:35:26.867Z,33.532974,https://www.mark-taylor.com/,-111.92566,0%,$438M,10M - 50M,Royal,"[""Amazon Cloudfront"",""Google Tag Manager"",""PayPal""]",null,1985
64601cc98e116d3d1d0c16fd,3,Pinnacle Communications,active,"Pinnacle Communications Corporation is the nation's number one telecommunications solutions provider to the Lodging and Hospitality Industry, with over 500,000 guestrooms under service contract. With over two decades of hands-on project experience and development, Pinnacle created proprietary packaged solutions under its branded Hotel360 custom designed packaged solutions for hotels of every size and complexity.",United States,2022-12-13,null,"Pinnacle Communications Corporation is the nation's number one telecommunications solutions provider to the Lodging and Hospitality Industry, with over 500,000 guestrooms under service contract. With over two decades of hands-on project experience and development, Pinnacle created proprietary packaged solutions under its branded Hotel360 custom designed packaged solutions for hotels of every size and complexity.",PINNACLE COMMUNICATIONS CORP,94,94,Telecommunications,true,2023-05-14T09:35:31.667Z,39.18095,http://www.pinnaclecommunications.com/,-77.274574,100%,194000,0 - 1M,Royal,"[""MaxCDN""]",null,1989
