country,branches_count,revenue_range,employees_range,industry,year_founded,source,attacked
66.0,0.0,3.0,87.0,2.0,1886.0,5.0,1
73.0,1.0,3.0,17.0,2.0,1979.0,5.0,1
10.0,1.0,0.0,56.0,0.0,1986.2,5.0,1
73.0,0.0,-1.0,56.0,-1.0,1987.2,5.0,1
73.0,1.0,5.0,17.0,1.0,1993.0,5.0,1
73.0,1.0,0.0,42.0,-1.0,2005.0,5.0,1
73.0,3.0,3.0,3.0,2.0,2012.0,5.0,1
73.0,7.0,2.0,107.0,5.0,1953.0,5.0,1
73.0,17.0,4.0,16.0,1.0,1969.0,5.0,1
73.0,0.0,6.0,89.0,7.0,1869.0,5.0,1
73.0,20.0,-1.0,107.0,-1.0,1945.8,5.0,1
73.0,2.0,3.0,62.0,2.0,2016.0,5.0,1
58.0,0.0,2.0,65.0,3.0,1999.0,5.0,1
73.0,1.0,3.0,33.0,2.0,1970.0,5.0,1
72.0,0.0,-1.0,0.0,-1.0,2011.0,5.0,1
73.0,0.0,0.0,107.0,0.0,2003.0,5.0,1
34.0,1.0,-1.0,16.0,-1.0,1965.0,5.0,1
73.0,2.0,3.0,56.0,2.0,2000.0,5.0,1
73.0,0.0,3.0,0.0,2.0,2011.0,5.0,1
73.0,0.0,6.0,69.0,1.0,1981.0,5.0,1
22.0,0.0,6.0,101.0,4.0,2010.0,5.0,1
73.0,0.0,1.0,41.0,1.0,1904.0,5.0,1
23.0,0.0,-1.0,-1.0,-1.0,1970.2,5.0,1
23.0,0.0,0.0,18.0,0.0,1993.2,5.0,1
9.0,0.0,2.0,59.0,3.0,1990.0,5.0,1
10.0,1.0,-1.0,69.0,-1.0,1982.0,5.0,1
73.0,0.0,3.0,-1.0,2.0,2002.0,5.0,1
73.0,0.0,0.0,33.0,0.0,2002.0,5.0,1
73.0,0.0,0.0,27.0,0.0,1991.0,5.0,1
34.0,0.0,3.0,60.0,2.0,1998.0,5.0,1
51.0,0.0,-1.0,-1.0,-1.0,2002.2,5.0,1
73.0,0.0,2.0,25.0,5.0,1994.0,5.0,1
73.0,2.0,3.0,13.0,2.0,2003.0,5.0,1
45.0,0.0,2.0,-1.0,-1.0,2016.0,5.0,1
64.0,0.0,3.0,53.0,2.0,1987.0,5.0,1
73.0,0.0,3.0,49.0,2.0,1996.0,5.0,1
3.0,0.0,4.0,-1.0,1.0,1991.0,5.0,1
65.0,0.0,6.0,4.0,7.0,1996.0,5.0,1
32.0,0.0,3.0,4.0,2.0,2011.0,5.0,1
64.0,0.0,2.0,34.0,5.0,1986.0,5.0,1
22.0,22.0,2.0,18.0,3.0,2000.0,5.0,1
7.0,0.0,2.0,38.0,5.0,1968.0,5.0,1
2.0,0.0,-1.0,75.0,-1.0,1959.0,5.0,1
61.0,0.0,2.0,62.0,1.0,1972.0,5.0,1
67.0,0.0,-1.0,105.0,-1.0,1968.0,5.0,1
34.0,0.0,4.0,38.0,1.0,2001.0,5.0,1
71.0,0.0,4.0,18.0,1.0,1959.0,5.0,1
73.0,0.0,3.0,95.0,2.0,2000.0,5.0,1
36.0,0.0,4.0,4.0,1.0,1949.0,5.0,1
22.0,1.0,1.0,35.0,3.0,1991.0,5.0,1
17.0,0.0,2.0,83.0,3.0,1991.0,5.0,1
32.0,0.0,2.0,17.0,5.0,2009.0,5.0,1
34.0,0.0,3.0,52.0,2.0,2007.0,5.0,1
73.0,1.0,2.0,74.0,3.0,1988.0,5.0,1
73.0,3.0,3.0,50.0,2.0,1989.0,5.0,1
20.0,0.0,-1.0,49.0,-1.0,1963.0,5.0,1
49.0,0.0,3.0,49.0,0.0,1849.2,5.0,1
73.0,0.0,2.0,20.0,5.0,2000.0,5.0,1
72.0,0.0,-1.0,-1.0,-1.0,1972.0,5.0,1
34.0,0.0,4.0,35.0,1.0,1941.0,5.0,1
12.0,0.0,-1.0,107.0,-1.0,1991.0,5.0,1
64.0,0.0,-1.0,42.0,-1.0,1928.0,5.0,1
73.0,5.0,5.0,106.0,6.0,1978.0,5.0,1
72.0,0.0,4.0,79.0,1.0,1994.0,5.0,1
63.0,0.0,0.0,17.0,0.0,2002.0,5.0,1
66.0,0.0,3.0,49.0,2.0,1985.2,5.0,1
73.0,0.0,3.0,38.0,2.0,2013.0,5.0,1
38.0,0.0,0.0,45.0,0.0,1967.0,5.0,1
72.0,0.0,2.0,41.0,5.0,1977.0,5.0,1
49.0,0.0,0.0,81.0,0.0,1982.0,5.0,1
73.0,2.0,2.0,83.0,5.0,1881.0,5.0,1
73.0,3.0,4.0,91.0,1.0,1984.0,5.0,1
73.0,2.0,3.0,7.0,2.0,2015.0,5.0,1
3.0,0.0,3.0,33.0,5.0,1968.0,5.0,1
73.0,0.0,3.0,34.0,2.0,1979.0,5.0,1
34.0,0.0,-1.0,-1.0,-1.0,1974.0,5.0,1
22.0,0.0,0.0,55.0,0.0,2013.0,5.0,1
22.0,0.0,3.0,55.0,0.0,2006.0,5.0,1
46.0,0.0,6.0,35.0,-1.0,1980.0,5.0,1
73.0,1.0,6.0,98.0,4.0,1968.0,5.0,1
73.0,0.0,3.0,36.0,2.0,1972.0,5.0,1
73.0,9.0,2.0,96.0,3.0,1974.0,5.0,1
73.0,1.0,3.0,107.0,2.0,1996.0,5.0,1
73.0,1.0,0.0,42.0,0.0,1975.6,5.0,1
27.0,0.0,2.0,47.0,5.0,1985.0,5.0,1
28.0,0.0,3.0,70.0,2.0,1941.4,5.0,1
49.0,0.0,2.0,42.0,3.0,1333.0,5.0,1
72.0,0.0,4.0,17.0,1.0,2013.0,5.0,1
17.0,0.0,2.0,11.0,3.0,1884.0,5.0,1
73.0,2.0,2.0,8.0,-1.0,1836.0,5.0,1
8.0,0.0,2.0,49.0,5.0,2012.0,5.0,1
22.0,1.0,4.0,31.0,1.0,1976.0,5.0,1
73.0,0.0,0.0,12.0,-1.0,2015.0,5.0,1
73.0,1.0,2.0,61.0,5.0,1978.0,5.0,1
73.0,1.0,3.0,65.0,2.0,1996.0,5.0,1
10.0,1.0,-1.0,96.0,-1.0,1973.0,5.0,1
34.0,0.0,-1.0,11.0,-1.0,1959.0,5.0,1
73.0,0.0,3.0,90.0,2.0,1994.0,5.0,1
73.0,0.0,3.0,16.0,5.0,2003.0,5.0,1
6.0,0.0,2.0,33.0,5.0,1983.0,5.0,1
10.0,0.0,-1.0,50.0,-1.0,1999.0,5.0,1
22.0,0.0,3.0,41.0,2.0,1991.0,5.0,1
64.0,0.0,3.0,-1.0,2.0,1981.0,5.0,1
73.0,1.0,2.0,60.0,5.0,1947.0,5.0,1
68.0,0.0,6.0,40.0,7.0,1975.0,5.0,1
64.0,0.0,-1.0,95.0,-1.0,1975.2,5.0,1
73.0,0.0,4.0,73.0,1.0,1952.0,5.0,1
72.0,0.0,3.0,20.0,5.0,1966.0,5.0,1
73.0,0.0,0.0,104.0,0.0,1996.0,5.0,1
57.0,0.0,-1.0,38.0,-1.0,1957.6,5.0,1
73.0,3.0,4.0,101.0,1.0,1996.0,5.0,1
73.0,2.0,0.0,67.0,0.0,1999.0,5.0,1
8.0,0.0,-1.0,60.0,-1.0,1955.0,5.0,1
71.0,0.0,-1.0,-1.0,-1.0,1987.0,5.0,1
34.0,0.0,2.0,60.0,5.0,1946.0,5.0,1
30.0,0.0,-1.0,61.0,-1.0,1964.4,5.0,1
73.0,1.0,2.0,38.0,5.0,1938.0,5.0,1
8.0,0.0,-1.0,96.0,-1.0,1973.0,5.0,1
67.0,0.0,-1.0,43.0,-1.0,1980.2,5.0,1
73.0,2.0,3.0,16.0,2.0,1984.0,5.0,1
55.0,0.0,-1.0,18.0,-1.0,1954.0,5.0,1
75.0,0.0,-1.0,10.0,-1.0,2003.0,5.0,1
2.0,0.0,-1.0,42.0,-1.0,1986.2,5.0,1
22.0,0.0,0.0,3.0,0.0,2001.0,5.0,1
73.0,2.0,4.0,41.0,1.0,1909.0,5.0,1
72.0,0.0,3.0,82.0,2.0,1896.0,5.0,1
73.0,1.0,2.0,41.0,-1.0,1965.0,5.0,1
73.0,0.0,1.0,92.0,6.0,1886.0,5.0,1
72.0,0.0,0.0,18.0,0.0,1973.4,5.0,1
44.0,0.0,3.0,101.0,5.0,2005.0,5.0,1
73.0,0.0,2.0,2.0,3.0,1946.0,5.0,1
23.0,0.0,-1.0,-1.0,-1.0,1970.2,5.0,1
56.0,0.0,2.0,0.0,5.0,2005.0,5.0,1
10.0,1.0,3.0,56.0,2.0,1979.0,5.0,1
73.0,2.0,4.0,41.0,1.0,1909.0,5.0,1
73.0,1.0,4.0,101.0,1.0,1978.0,5.0,1
73.0,0.0,2.0,33.0,5.0,1993.0,5.0,1
46.0,0.0,2.0,49.0,5.0,1979.0,5.0,1
4.0,0.0,-1.0,69.0,-1.0,1987.0,5.0,1
34.0,0.0,2.0,97.0,5.0,2006.0,5.0,1
73.0,2.0,0.0,107.0,0.0,1999.0,5.0,1
73.0,1.0,0.0,4.0,0.0,1996.0,5.0,1
73.0,1.0,2.0,18.0,3.0,1984.0,5.0,1
73.0,0.0,3.0,42.0,2.0,1989.0,0.0,1
65.0,0.0,2.0,66.0,5.0,1976.0,0.0,1
73.0,0.0,2.0,25.0,5.0,1982.0,0.0,1
10.0,6.0,-1.0,74.0,-1.0,1965.0,0.0,1
73.0,0.0,2.0,42.0,5.0,1977.0,0.0,1
73.0,1.0,3.0,42.0,2.0,2018.0,0.0,1
30.0,0.0,2.0,49.0,5.0,2014.0,0.0,1
72.0,0.0,2.0,43.0,5.0,1974.2,0.0,1
73.0,1.0,-1.0,18.0,-1.0,1975.8,0.0,1
73.0,6.0,2.0,92.0,3.0,1971.0,0.0,1
10.0,0.0,2.0,43.0,5.0,1911.6,0.0,1
73.0,1.0,3.0,17.0,2.0,2007.0,0.0,1
34.0,0.0,3.0,67.0,2.0,2018.0,0.0,1
72.0,0.0,2.0,60.0,5.0,2003.0,0.0,1
72.0,0.0,2.0,90.0,3.0,1837.0,0.0,1
66.0,0.0,6.0,38.0,4.0,1949.0,0.0,1
73.0,1.0,3.0,82.0,5.0,2000.0,0.0,1
73.0,1.0,5.0,64.0,3.0,2009.0,0.0,1
72.0,0.0,-1.0,27.0,-1.0,1993.8,0.0,1
73.0,2.0,6.0,48.0,4.0,2004.0,0.0,1
73.0,0.0,3.0,104.0,5.0,2015.0,0.0,1
22.0,0.0,-1.0,-1.0,-1.0,1973.6,0.0,1
73.0,1.0,2.0,60.0,3.0,1955.0,0.0,1
73.0,0.0,3.0,75.0,2.0,2004.0,0.0,1
23.0,0.0,2.0,4.0,3.0,1844.0,0.0,1
73.0,0.0,0.0,-1.0,0.0,1996.0,0.0,1
73.0,2.0,3.0,42.0,2.0,1997.0,0.0,1
64.0,0.0,4.0,-1.0,4.0,1967.0,0.0,1
73.0,1.0,6.0,3.0,4.0,1983.0,0.0,1
73.0,0.0,1.0,41.0,1.0,1912.0,0.0,1
73.0,1.0,1.0,41.0,1.0,1925.0,0.0,1
73.0,0.0,2.0,4.0,3.0,1923.0,0.0,1
73.0,0.0,2.0,62.0,5.0,1993.0,0.0,1
73.0,0.0,0.0,-1.0,0.0,1979.0,0.0,1
10.0,1.0,-1.0,69.0,-1.0,2001.0,0.0,1
23.0,0.0,-1.0,-1.0,-1.0,1973.6,0.0,1
73.0,1.0,5.0,69.0,3.0,1898.0,0.0,1
73.0,0.0,2.0,104.0,5.0,1976.0,0.0,1
3.0,0.0,-1.0,-1.0,-1.0,1963.0,0.0,1
65.0,0.0,1.0,90.0,5.0,2006.0,0.0,1
73.0,2.0,6.0,36.0,7.0,1945.0,0.0,1
73.0,0.0,0.0,-1.0,0.0,2012.0,0.0,1
10.0,4.0,2.0,4.0,3.0,1975.0,0.0,1
73.0,0.0,3.0,-1.0,2.0,1988.0,0.0,1
73.0,0.0,3.0,60.0,2.0,1988.0,0.0,1
72.0,0.0,2.0,3.0,3.0,2009.0,0.0,1
73.0,0.0,2.0,42.0,5.0,1975.0,0.0,1
73.0,1.0,-1.0,31.0,-1.0,2019.0,0.0,1
22.0,0.0,2.0,40.0,5.0,2001.0,0.0,1
73.0,3.0,2.0,17.0,5.0,1992.0,0.0,1
73.0,1.0,3.0,27.0,2.0,1965.0,0.0,1
73.0,0.0,3.0,69.0,2.0,1965.0,0.0,1
10.0,0.0,-1.0,19.0,-1.0,1954.0,0.0,1
73.0,0.0,3.0,42.0,2.0,1999.0,0.0,1
73.0,2.0,2.0,18.0,5.0,1980.0,0.0,1
73.0,1.0,3.0,38.0,2.0,1834.0,0.0,1
73.0,1.0,3.0,29.0,2.0,1936.0,0.0,1
73.0,1.0,2.0,3.0,5.0,1987.0,0.0,1
73.0,0.0,3.0,42.0,2.0,1993.8,0.0,1
23.0,0.0,-1.0,96.0,-1.0,1971.0,0.0,1
3.0,0.0,2.0,60.0,5.0,2015.0,0.0,1
10.0,0.0,-1.0,17.0,-1.0,1988.2,0.0,1
30.0,0.0,3.0,-1.0,-1.0,1982.0,0.0,1
73.0,0.0,1.0,42.0,6.0,1953.0,0.0,1
73.0,2.0,2.0,76.0,3.0,2007.0,0.0,1
10.0,2.0,-1.0,90.0,-1.0,1974.0,0.0,1
31.0,0.0,5.0,-1.0,1.0,1973.0,0.0,1
73.0,0.0,2.0,17.0,5.0,1991.0,0.0,1
10.0,1.0,3.0,41.0,2.0,1998.0,0.0,1
64.0,0.0,3.0,27.0,2.0,1999.0,0.0,1
16.0,0.0,0.0,49.0,0.0,2005.0,0.0,1
73.0,0.0,-1.0,43.0,-1.0,1970.6,0.0,1
73.0,0.0,3.0,104.0,2.0,1976.0,0.0,1
73.0,0.0,2.0,62.0,5.0,1988.0,0.0,1
30.0,0.0,-1.0,34.0,-1.0,2012.0,0.0,1
73.0,4.0,5.0,18.0,6.0,1995.0,0.0,1
73.0,1.0,2.0,11.0,5.0,1946.0,0.0,1
72.0,0.0,-1.0,90.0,-1.0,1976.0,0.0,1
73.0,0.0,2.0,60.0,5.0,1998.0,0.0,1
73.0,1.0,2.0,17.0,5.0,1999.0,0.0,1
10.0,19.0,1.0,96.0,6.0,1954.0,0.0,1
73.0,3.0,3.0,35.0,2.0,1955.4,0.0,1
73.0,0.0,3.0,90.0,2.0,1950.0,0.0,1
30.0,0.0,1.0,35.0,6.0,1985.0,0.0,1
73.0,1.0,3.0,82.0,-1.0,1971.4,0.0,1
70.0,7.0,1.0,62.0,1.0,1967.0,0.0,1
73.0,1.0,1.0,18.0,6.0,1990.0,0.0,1
73.0,0.0,2.0,9.0,5.0,1958.0,0.0,1
72.0,0.0,2.0,59.0,5.0,1992.0,0.0,1
73.0,1.0,0.0,66.0,0.0,2014.0,0.0,1
73.0,0.0,0.0,41.0,0.0,1954.6,0.0,1
73.0,4.0,1.0,17.0,6.0,1978.0,0.0,1
72.0,0.0,-1.0,82.0,-1.0,2011.0,0.0,1
4.0,0.0,2.0,11.0,5.0,1936.0,0.0,1
73.0,0.0,2.0,60.0,5.0,2007.0,0.0,1
72.0,0.0,-1.0,0.0,-1.0,2003.0,0.0,1
73.0,1.0,0.0,34.0,0.0,2019.0,0.0,1
30.0,0.0,4.0,79.0,1.0,1984.0,0.0,1
73.0,0.0,0.0,45.0,0.0,1995.0,0.0,1
72.0,0.0,2.0,13.0,3.0,1972.0,0.0,1
73.0,0.0,2.0,17.0,5.0,2007.0,0.0,1
73.0,15.0,1.0,96.0,6.0,1945.0,0.0,1
72.0,0.0,3.0,27.0,2.0,1995.0,0.0,1
73.0,0.0,0.0,42.0,0.0,2008.0,0.0,1
73.0,0.0,2.0,96.0,5.0,1972.0,0.0,1
73.0,1.0,3.0,42.0,2.0,1997.0,0.0,1
73.0,0.0,3.0,60.0,2.0,1955.0,0.0,1
72.0,0.0,2.0,16.0,5.0,1985.0,0.0,1
73.0,0.0,2.0,56.0,5.0,1995.0,0.0,1
3.0,0.0,-1.0,-1.0,-1.0,1999.0,0.0,1
3.0,0.0,3.0,67.0,2.0,2006.0,0.0,1
73.0,2.0,2.0,42.0,3.0,2006.0,0.0,1
3.0,0.0,-1.0,43.0,-1.0,1994.8,0.0,1
73.0,0.0,-1.0,28.0,-1.0,2015.0,0.0,1
73.0,0.0,2.0,62.0,5.0,1941.0,0.0,1
73.0,1.0,2.0,3.0,5.0,1995.0,0.0,1
73.0,1.0,3.0,8.0,5.0,1964.0,0.0,1
73.0,1.0,3.0,12.0,2.0,2005.0,0.0,1
19.0,0.0,-1.0,79.0,-1.0,1976.0,0.0,1
73.0,0.0,3.0,56.0,2.0,1996.2,0.0,1
72.0,0.0,2.0,82.0,5.0,2013.0,0.0,1
3.0,0.0,-1.0,18.0,-1.0,1966.6,0.0,1
72.0,0.0,0.0,55.0,0.0,2007.0,0.0,1
73.0,1.0,5.0,64.0,3.0,1998.0,0.0,1
73.0,1.0,2.0,26.0,3.0,1861.0,0.0,1
30.0,0.0,4.0,60.0,-1.0,1933.0,0.0,1
73.0,4.0,2.0,101.0,3.0,1999.0,0.0,1
73.0,2.0,2.0,50.0,5.0,1981.0,0.0,1
10.0,5.0,-1.0,42.0,-1.0,1996.8,0.0,1
73.0,2.0,2.0,32.0,3.0,1992.0,0.0,1
73.0,1.0,3.0,56.0,2.0,2012.0,0.0,1
4.0,0.0,4.0,16.0,1.0,1922.0,4.0,1
73.0,5.0,2.0,96.0,5.0,2010.0,4.0,1
73.0,0.0,2.0,62.0,3.0,1947.0,4.0,1
73.0,0.0,3.0,95.0,2.0,1994.2,4.0,1
10.0,1.0,-1.0,58.0,-1.0,1986.2,4.0,1
10.0,0.0,2.0,104.0,3.0,1978.0,4.0,1
10.0,1.0,4.0,64.0,1.0,1908.0,4.0,1
10.0,1.0,6.0,107.0,4.0,1995.0,4.0,1
73.0,12.0,2.0,61.0,3.0,1985.0,4.0,1
72.0,0.0,2.0,94.0,3.0,2007.0,4.0,1
73.0,3.0,4.0,31.0,4.0,1981.0,4.0,1
73.0,0.0,1.0,66.0,6.0,2009.0,4.0,1
23.0,0.0,-1.0,96.0,-1.0,2000.0,4.0,1
73.0,0.0,2.0,98.0,5.0,1994.0,4.0,1
73.0,3.0,3.0,33.0,5.0,1976.0,4.0,1
72.0,0.0,-1.0,-1.0,-1.0,1987.0,4.0,1
73.0,1.0,2.0,50.0,5.0,1976.0,4.0,1
73.0,2.0,2.0,56.0,5.0,1993.0,4.0,1
23.0,0.0,4.0,16.0,3.0,1992.8,4.0,1
73.0,0.0,2.0,50.0,5.0,1879.0,4.0,1
73.0,0.0,1.0,8.0,1.0,1962.0,4.0,1
73.0,0.0,2.0,90.0,3.0,1933.0,4.0,1
73.0,0.0,6.0,5.0,4.0,1993.0,4.0,1
73.0,14.0,6.0,81.0,7.0,2017.0,4.0,1
73.0,13.0,2.0,18.0,3.0,1988.0,4.0,1
73.0,6.0,2.0,36.0,5.0,1960.6,4.0,1
73.0,1.0,2.0,107.0,5.0,2005.0,4.0,1
73.0,2.0,2.0,107.0,3.0,1947.0,4.0,1
73.0,1.0,5.0,107.0,3.0,1981.0,4.0,1
73.0,1.0,1.0,102.0,6.0,1988.0,4.0,1
10.0,1.0,-1.0,50.0,-1.0,1999.6,4.0,1
73.0,2.0,2.0,107.0,5.0,1978.0,4.0,1
73.0,10.0,5.0,17.0,3.0,1981.0,4.0,1
73.0,2.0,2.0,16.0,3.0,1922.0,4.0,1
73.0,4.0,2.0,16.0,3.0,1954.0,4.0,1
73.0,7.0,5.0,38.0,3.0,1987.0,4.0,1
73.0,0.0,4.0,6.0,1.0,1981.0,4.0,1
73.0,0.0,3.0,55.0,5.0,2002.0,4.0,1
73.0,5.0,4.0,107.0,-1.0,1946.0,4.0,1
10.0,18.0,1.0,18.0,1.0,1921.0,4.0,1
73.0,0.0,-1.0,55.0,-1.0,1890.0,4.0,1
23.0,0.0,3.0,17.0,2.0,2001.0,4.0,1
73.0,0.0,1.0,34.0,6.0,1937.0,4.0,1
73.0,11.0,5.0,56.0,-1.0,1982.0,4.0,1
73.0,0.0,-1.0,42.0,-1.0,1970.0,4.0,1
73.0,1.0,0.0,56.0,0.0,1987.2,4.0,1
34.0,0.0,6.0,105.0,4.0,1909.0,4.0,1
73.0,0.0,2.0,90.0,5.0,2015.0,4.0,1
73.0,0.0,2.0,18.0,5.0,1996.0,4.0,1
72.0,0.0,2.0,16.0,5.0,1962.0,4.0,1
73.0,0.0,2.0,16.0,-1.0,1989.0,4.0,1
73.0,0.0,5.0,60.0,3.0,1995.0,4.0,1
73.0,0.0,1.0,62.0,6.0,1961.0,4.0,1
73.0,3.0,5.0,107.0,3.0,1977.0,4.0,1
34.0,0.0,2.0,25.0,3.0,1921.0,4.0,1
72.0,0.0,3.0,29.0,2.0,2008.0,4.0,1
72.0,0.0,-1.0,35.0,-1.0,1942.0,4.0,1
72.0,0.0,2.0,5.0,5.0,1998.0,4.0,1
72.0,0.0,2.0,33.0,3.0,1987.0,4.0,1
73.0,4.0,-1.0,96.0,-1.0,2019.0,4.0,1
73.0,7.0,2.0,56.0,5.0,1999.0,4.0,1
73.0,1.0,2.0,4.0,5.0,1953.0,4.0,1
73.0,1.0,1.0,4.0,1.0,1994.0,4.0,1
73.0,2.0,0.0,18.0,-1.0,1976.0,4.0,1
26.0,0.0,-1.0,-1.0,-1.0,1993.0,4.0,1
73.0,2.0,2.0,107.0,5.0,1994.0,4.0,1
73.0,3.0,1.0,88.0,6.0,1987.0,4.0,1
73.0,2.0,4.0,83.0,1.0,1949.0,4.0,1
73.0,1.0,4.0,81.0,1.0,1959.0,4.0,1
73.0,2.0,5.0,107.0,3.0,1977.0,4.0,1
73.0,3.0,2.0,96.0,3.0,1931.0,4.0,1
73.0,1.0,1.0,11.0,6.0,1997.0,4.0,1
73.0,1.0,0.0,49.0,0.0,2007.0,4.0,1
73.0,2.0,3.0,6.0,2.0,1930.0,4.0,1
73.0,3.0,2.0,18.0,5.0,2014.0,4.0,1
73.0,1.0,5.0,69.0,6.0,1986.0,4.0,1
73.0,1.0,1.0,107.0,1.0,1997.0,4.0,1
73.0,2.0,1.0,96.0,6.0,1983.0,4.0,1
73.0,4.0,3.0,56.0,-1.0,1975.0,4.0,1
23.0,0.0,-1.0,107.0,-1.0,1993.0,4.0,1
21.0,0.0,6.0,18.0,1.0,1966.0,4.0,1
10.0,15.0,6.0,35.0,7.0,2010.0,4.0,1
73.0,4.0,4.0,90.0,1.0,1948.0,4.0,1
10.0,10.0,1.0,62.0,3.0,1967.0,4.0,1
72.0,0.0,-1.0,4.0,-1.0,1973.0,4.0,1
72.0,0.0,2.0,17.0,5.0,1999.0,4.0,1
73.0,1.0,3.0,56.0,2.0,1992.0,4.0,1
72.0,0.0,-1.0,88.0,-1.0,1885.0,4.0,1
73.0,1.0,-1.0,18.0,-1.0,1964.4,4.0,1
10.0,0.0,3.0,55.0,2.0,1993.0,4.0,1
10.0,4.0,3.0,19.0,2.0,1983.0,4.0,1
73.0,0.0,4.0,83.0,1.0,2003.0,4.0,1
23.0,0.0,6.0,62.0,4.0,1866.0,4.0,1
23.0,0.0,-1.0,56.0,-1.0,1990.8,4.0,1
73.0,0.0,2.0,56.0,5.0,1983.0,4.0,1
73.0,0.0,-1.0,49.0,-1.0,2015.0,4.0,1
73.0,3.0,2.0,50.0,5.0,2011.0,4.0,1
64.0,0.0,2.0,16.0,5.0,1963.0,4.0,1
23.0,0.0,-1.0,17.0,-1.0,1977.0,4.0,1
73.0,0.0,2.0,13.0,3.0,2012.0,4.0,1
73.0,0.0,2.0,60.0,3.0,1939.0,4.0,1
73.0,0.0,3.0,5.0,2.0,2014.0,4.0,1
73.0,1.0,2.0,107.0,5.0,1972.0,4.0,1
73.0,2.0,2.0,107.0,5.0,1974.0,4.0,1
73.0,0.0,2.0,-1.0,5.0,1964.0,4.0,1
73.0,1.0,2.0,104.0,5.0,1951.0,4.0,1
73.0,0.0,0.0,107.0,0.0,2012.0,4.0,1
73.0,1.0,2.0,62.0,5.0,1937.0,4.0,1
73.0,3.0,2.0,60.0,5.0,2000.0,4.0,1
73.0,0.0,2.0,35.0,3.0,2001.0,4.0,1
73.0,1.0,3.0,43.0,2.0,1987.0,4.0,1
73.0,0.0,5.0,60.0,6.0,1979.0,4.0,1
23.0,0.0,0.0,17.0,0.0,1990.0,4.0,1
73.0,2.0,2.0,56.0,3.0,1996.0,4.0,1
73.0,1.0,1.0,104.0,6.0,1995.0,4.0,1
73.0,3.0,2.0,18.0,3.0,1987.0,4.0,1
73.0,0.0,2.0,18.0,5.0,1989.0,4.0,1
73.0,1.0,2.0,18.0,3.0,1889.0,4.0,1
4.0,0.0,2.0,66.0,5.0,1988.0,4.0,1
66.0,0.0,4.0,60.0,1.0,1993.2,4.0,1
73.0,2.0,5.0,107.0,3.0,1912.0,4.0,1
7.0,0.0,2.0,18.0,3.0,1944.0,4.0,1
73.0,0.0,2.0,18.0,5.0,1993.0,4.0,1
73.0,6.0,6.0,4.0,1.0,1993.0,4.0,1
73.0,2.0,5.0,40.0,3.0,1987.0,4.0,1
73.0,0.0,2.0,20.0,3.0,1993.0,4.0,1
73.0,2.0,2.0,107.0,5.0,1938.0,4.0,1
73.0,3.0,2.0,18.0,3.0,1986.0,4.0,1
23.0,0.0,-1.0,104.0,-1.0,1936.0,4.0,1
66.0,0.0,2.0,35.0,5.0,1927.0,4.0,1
4.0,0.0,2.0,90.0,5.0,1999.6,4.0,1
73.0,0.0,3.0,56.0,0.0,2006.0,4.0,1
73.0,2.0,5.0,104.0,6.0,2019.0,4.0,1
73.0,0.0,3.0,50.0,2.0,1997.0,4.0,1
73.0,1.0,2.0,107.0,3.0,1989.0,4.0,1
73.0,0.0,4.0,69.0,1.0,1982.0,4.0,1
23.0,0.0,5.0,107.0,3.0,1932.0,4.0,1
73.0,15.0,6.0,17.0,1.0,1989.0,4.0,1
73.0,2.0,2.0,106.0,5.0,1976.0,4.0,1
73.0,9.0,1.0,83.0,6.0,2003.0,4.0,1
73.0,0.0,2.0,96.0,5.0,1929.0,4.0,1
73.0,0.0,2.0,25.0,5.0,1974.0,4.0,1
3.0,0.0,2.0,107.0,3.0,1976.0,4.0,1
73.0,1.0,2.0,79.0,5.0,1974.0,4.0,1
73.0,0.0,-1.0,55.0,-1.0,2021.0,4.0,1
18.0,0.0,2.0,104.0,3.0,2015.0,4.0,1
4.0,0.0,-1.0,88.0,-1.0,1998.0,4.0,1
73.0,0.0,1.0,104.0,1.0,1985.0,4.0,1
73.0,0.0,4.0,50.0,1.0,2001.0,4.0,1
73.0,0.0,2.0,5.0,5.0,1980.0,4.0,1
73.0,3.0,3.0,50.0,2.0,1981.0,4.0,1
73.0,1.0,2.0,16.0,3.0,1959.6,4.0,1
73.0,0.0,2.0,62.0,5.0,1983.0,4.0,1
23.0,0.0,2.0,64.0,5.0,1985.0,4.0,1
3.0,0.0,2.0,18.0,5.0,1980.0,4.0,1
73.0,18.0,2.0,6.0,3.0,1997.0,4.0,1
10.0,7.0,1.0,96.0,6.0,1956.0,4.0,1
73.0,0.0,4.0,29.0,1.0,2013.0,4.0,1
73.0,0.0,4.0,5.0,1.0,2007.0,4.0,1
73.0,2.0,3.0,104.0,2.0,1996.0,4.0,1
73.0,1.0,5.0,96.0,6.0,1921.0,4.0,1
23.0,0.0,-1.0,4.0,-1.0,1953.4,4.0,1
23.0,0.0,2.0,3.0,5.0,1936.4,4.0,1
10.0,2.0,1.0,18.0,6.0,2009.0,4.0,1
73.0,8.0,6.0,107.0,4.0,1949.0,4.0,1
7.0,0.0,2.0,49.0,3.0,1987.0,4.0,1
73.0,0.0,2.0,91.0,5.0,2003.0,4.0,1
10.0,5.0,2.0,9.0,5.0,1954.0,4.0,1
73.0,1.0,2.0,104.0,5.0,1926.0,4.0,1
73.0,1.0,2.0,104.0,5.0,1926.0,4.0,1
