_id,branches_count,company_name,company_status,content,country,date_added,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue,revenue_range,source,technologies_used,views,year_founded
646031234083ee47cba0e2b3,1,LegionAero,active,"Legion Aero Inc. We pride ourselves on our partnership approach with every customer  Since the year 2010, Legion Aero Inc. has been striving to become on of the fore-coming companies in the  Aviation supply industry. With over 20 years of combined experience and innovative approach to provide outstanding service and exceptional delivery time. Our headquarters is strategically located in Davie, Florida in between FT. Lauderdale and Miami International airport with satellite offices in Europe as well as South America to better serve our different customer bases. We have a highly trained multilingual staff ready to take on any need you might have. We go above and beyond to meet your financial and operational goals. We are confident that our company meets the criteria of professionalism and dedication that you require. These elements are the foundation of our company and we welcome your contact to the opportunity to serve you and to fulfill your platform needs.
Our Services: Legion Aero Inc. Supports its airline, MRO, OEM, leasing and broker customers, at Legion Aero Inc. We pride ourselves on our partnership approach with every customer. We specialize in the aircraft supply redistribution, for all major aircraft manufacturers. Including Airbus, Boeing, Embraer. We also offer Exchange programs, Repair management, Global Logistical Services, Technical support for all major airframes, 24/7 AOG services. We have a strong background in the inflatable and evacuation systems, Legion Aero has become one of the major airline and MRO suppliers for this product line.",United States,2023-04-09T00:00:00.000Z,2023-04-21T00:00:00.000Z,"Legion Aero Inc. We pride ourselves on our partnership approach with every customer  Since the year 2010, Legion Aero Inc. has been striving to become on of the fore-coming companies in the  Aviation supply industry. With over 20 years of combined experience and innovative approach to provide outstanding service and exceptional delivery time. Our headquarters is strategically located in Davie, Florida in between FT. Lauderdale and Miami International airport with satellite offices in Europe as well as South America to better serve our different customer bases. We have a highly trained multilingual staff ready to take on any need you might have. We go above and beyond to meet your financial and operational goals. We are confident that our company meets the criteria of professionalism and dedication that you require. These elements are the foundation of our company and we welcome your contact to the opportunity to serve you and to fulfill your platform needs.
Our Services: Legion Aero Inc. Supports its airline, MRO, OEM, leasing and broker customers, at Legion Aero Inc. We pride ourselves on our partnership approach with every customer. We specialize in the aircraft supply redistribution, for all major aircraft manufacturers. Including Airbus, Boeing, Embraer. We also offer Exchange programs, Repair management, Global Logistical Services, Technical support for all major airframes, 24/7 AOG services. We have a strong background in the inflatable and evacuation systems, Legion Aero has become one of the major airline and MRO suppliers for this product line.","LEGION AERO, INC.",null,10 - 50,Airlines/Aviation,true,2023-05-14T09:46:33.682Z,25.790552,www.legionaero.com,-80.35291,null,1M - 10M,Play News,"[""AddThis""]",7974,2010
646031294083ee47cba0e2b4,0,PKFAntares,active,"PKF ANTARES offers wide range of Assurance, Accounting, Tax and Corporate Finance services including:
- External Audits, Reviews and Compilation of IFRS, ASPE, USGAAP financial statements
- CFO/Controller roles on part-time basis for hire
- Internal audits and Internal controls (SOX, CSOX, EPAP)
- Management accounting
- Accounting System (ERP) implementations
- Due Diligence pre and post M&A
- Performance Management and Benchmarking
- M&A advisory and Corporate Finance
- Tax consulting
- IFRS support
- Forensic Audit and Inspections
- Production and Joint Venture Accounting",Canada,2023-04-09T00:00:00.000Z,2023-04-21T00:00:00.000Z,"PKF ANTARES offers wide range of Assurance, Accounting, Tax and Corporate Finance services including:
- External Audits, Reviews and Compilation of IFRS, ASPE, USGAAP financial statements
- CFO/Controller roles on part-time basis for hire
- Internal audits and Internal controls (SOX, CSOX, EPAP)
- Management accounting
- Accounting System (ERP) implementations
- Due Diligence pre and post M&A
- Performance Management and Benchmarking
- M&A advisory and Corporate Finance
- Tax consulting
- IFRS support
- Forensic Audit and Inspections
- Production and Joint Venture Accounting",PKF ANTARES (Canada),null,null,Accounting,true,2023-05-14T09:46:39.452Z,null,www.pkfantares.com,null,null,null,Play News,"[""Google Tag Manager"",""WordPress""]",7950,2010
6460312f4083ee47cba0e2b5,0,PaloAltoCountySheriff,active,null,United States,2023-04-09T00:00:00.000Z,2023-04-29T00:00:00.000Z,null,Palo Alto County Sheriff,null,null,Law Enforcement,true,2023-05-14T09:46:45.269Z,43.110483699999996,www.paloaltosheriff.com,-94.6767891,null,null,Play News,"[""Google Tag Manager"",""WordPress""]",7635,null
646031354083ee47cba0e2b6,0,Jablite,active,"In April 2015, following a management buyout,  Jablite became the largest, independently-owned EPS (expanded polystyrene) manufacturer in the UK.

Today, the Jablite name is synonymous with quality, innovation and customer investment.

Our team is totally committed to the concept of a customer-supplier partnership, we work closely with you, the customer, to provide the products and services you require and, through continuous improvement, we develop new, innovative products as your needs change.

We provide a comprehensive range of products and systems, produced to stringent standards of quality, covering all building insulation applications. 

Jablite  is registered to the BS EN ISO 9001:2000 Quality Management System Standard as well as the BS EN ISO 14001:2004 Environmental Management System.

Alongside our insulation products, we also produce innovative EPS products and systems for civil engineering applications.",United Kingdom,2023-03-28T00:00:00.000Z,2023-04-08T00:00:00.000Z,"In April 2015, following a management buyout,  Jablite became the largest, independently-owned EPS (expanded polystyrene) manufacturer in the UK.

Today, the Jablite name is synonymous with quality, innovation and customer investment.

Our team is totally committed to the concept of a customer-supplier partnership, we work closely with you, the customer, to provide the products and services you require and, through continuous improvement, we develop new, innovative products as your needs change.

We provide a comprehensive range of products and systems, produced to stringent standards of quality, covering all building insulation applications. 

Jablite  is registered to the BS EN ISO 9001:2000 Quality Management System Standard as well as the BS EN ISO 14001:2004 Environmental Management System.

Alongside our insulation products, we also produce innovative EPS products and systems for civil engineering applications.",Jablite Ltd.,63,50 - 200,Chemicals,true,2023-05-14T09:46:51.053Z,null,www.jablite.co.uk,null,null,10M - 50M,Play News,"[""Google Tag Manager"",""MaxCDN"",""Sukuri/Cloudproxy""]",10089,1972
6460313b4083ee47cba0e2b7,0,BMWFrance,active,"Découvrez tous les modèles BMW : Compacte, Citadine, Cabriolet, Berline, SUV, Coupé, Touring, Monospace. Des BMW disponibles en Essence, Diesel, Hybride Rechargeable ou Electrique.",France,2023-03-28T00:00:00.000Z,2023-04-09T00:00:00.000Z,"Découvrez tous les modèles BMW : Compacte, Citadine, Cabriolet, Berline, SUV, Coupé, Touring, Monospace. Des BMW disponibles en Essence, Diesel, Hybride Rechargeable ou Electrique.",BMW France S.A.,null,null,Retail,true,2023-05-14T09:46:56.845Z,null,www.bmw.fr,null,null,null,Play News,"[""Google DoubleClick"",""Google Tag Manager"",""WordPress""]",10973,1973
646031404083ee47cba0e2b8,1,Pizza73,active,"2 for 1 - Get your second pizza or wings free. Try out Two-Topper Pizza or Grand Slam Pizza with Wedgies and a Box 'O Wings! 473-7373 in Edmonton or 273-7373 in Calgary.",Canada,2023-03-27T00:00:00.000Z,2023-04-07T00:00:00.000Z,"2 for 1 - Get your second pizza or wings free. Try out Two-Topper Pizza or Grand Slam Pizza with Wedgies and a Box 'O Wings! 473-7373 in Edmonton or 273-7373 in Calgary.","Flying Pizza 73, Inc.",null,null,Restaurants,true,2023-05-14T09:47:02.628Z,null,www.pizza73.com,null,null,null,Play News,"[""Zendesk""]",10586,1985
646031464083ee47cba0e2b9,1,KkMehtaCpaAssociates,active,null,United States,2023-03-27T00:00:00.000Z,2023-04-07T00:00:00.000Z,null,"K.K.MEHTA, C.P.A., P.C.",null,1 - 10,null,true,2023-05-14T09:47:08.407Z,null,www.kkmehtacpa.com,null,null,0 - 1M,Play News,[],10543,1995
6460314c4083ee47cba0e2ba,0,PicouBuildersSupply,active,"Picou Builders Supply provides an extensive selection of quality building supplies for new construction and remodeling. Rely on us for lumber, roofing materials, interior and exterior doors, windows, hardware, assorted protective equipment, moldings, aluminum and vinyl windows, galvanized metal and hardy siding.",United States,2023-03-27T00:00:00.000Z,2023-04-07T00:00:00.000Z,"Picou Builders Supply provides an extensive selection of quality building supplies for new construction and remodeling. Rely on us for lumber, roofing materials, interior and exterior doors, windows, hardware, assorted protective equipment, moldings, aluminum and vinyl windows, galvanized metal and hardy siding.","PICOU BUILDERS SUPPLY COMPANY, L.L.C.",null,1 - 10,Construction,true,2023-05-14T09:47:14.179Z,30.234203,www.picoulumber.com,-90.91003,null,0 - 1M,Play News,"[""Google Tag Manager"",""WordPress""]",10595,1958
646031524083ee47cba0e2bb,2,GuyanaGoldfields,active,"Guyana Goldfields Inc. (Guyana Goldfields) is a Canada-based mineral development and exploration company primarily focused on the acquisition, exploration and development of gold deposits in Guyana, South America. The Company's Aurora Gold Mine is an operating gold mine project, which is located in Guyana. The Company owns approximately 100% interest in the Aurora Project, which has total proven and probable reserves of approximately 3.04 million ounces of gold. The Company also holds an interest in a land package located in the Aranka district of Guyana approximately 30 kilometers northeast of the Aurora Gold Mine, known as the Aranka Properties, which consist of a number of separate properties, including Sulphur Rose. Within an area located northeast from the Aurora Gold Mine, the Company also holds an interest in certain additional properties known as the Other Properties. The Company's subsidiaries include Aranka Gold Inc. and AGM Inc.",Canada,2023-03-26T00:00:00.000Z,2023-04-06T00:00:00.000Z,"Guyana Goldfields Inc. (Guyana Goldfields) is a Canada-based mineral development and exploration company primarily focused on the acquisition, exploration and development of gold deposits in Guyana, South America. The Company's Aurora Gold Mine is an operating gold mine project, which is located in Guyana. The Company owns approximately 100% interest in the Aurora Project, which has total proven and probable reserves of approximately 3.04 million ounces of gold. The Company also holds an interest in a land package located in the Aranka district of Guyana approximately 30 kilometers northeast of the Aurora Gold Mine, known as the Aranka Properties, which consist of a number of separate properties, including Sulphur Rose. Within an area located northeast from the Aurora Gold Mine, the Company also holds an interest in certain additional properties known as the Other Properties. The Company's subsidiaries include Aranka Gold Inc. and AGM Inc.",Guyana Goldfields Inc,765,"500 - 1,000",Mining & Metals,true,2023-05-14T09:47:19.961Z,null,www.guygold.com,null,181758913,100M - 200M,Play News,"[""Amazon AWS S3"",""Google Analytics""]",10079,2014
646031584083ee47cba0e2bc,0,TAC,active,"Spa Software, Access Control Software, Membership Software von TAC | The Assistant Company. Hier Online Demo für eine Softwarepräsentation vereinbaren.",Austria,2023-03-26T00:00:00.000Z,2023-04-06T00:00:00.000Z,"Spa Software, Access Control Software, Membership Software von TAC | The Assistant Company. Hier Online Demo für eine Softwarepräsentation vereinbaren.",TAC Informationstechnologie GmbH,null,null,Computer Hardware,true,2023-05-14T09:47:25.761Z,null,tac.eu.com,null,null,null,Play News,"[""Google Tag Manager"",""WordPress""]",10844,2001
6460315e4083ee47cba0e2bd,0,LysanderAssociates,active,"Lysander is a leading multi-disciplinary construction consultancy working with an extensive list of clients across the industrial, commercial, residential, records management and data centre sectors.

Over the last 20 years, Lysander has worked closely with our clients to gain in-depth knowledge of their businesses. Our remit extends beyond the traditional role of a consultant, to understanding and helping clients achieve their business objectives. With robust leadership and collaborative team-working, we maximise opportunity and efficiency throughout the whole property lifecycle.

We undertake projects across Europe, Middle East, Africa and Asia from our offices in the UK and Europe, employing multi-lingual technical experts. The business continues to grow with our clients, but we retain the ethos and mentality of an entrepreneurial and responsive team.

We have an enviable record of delivering world-class projects. We firmly believe that this success has been through the development of close relationships with our valued clients and network of other professionals, to be able to give timely, considered and accurate advice on each and every project.",United Kingdom,2023-03-26T00:00:00.000Z,2023-04-06T00:00:00.000Z,"Lysander is a leading multi-disciplinary construction consultancy working with an extensive list of clients across the industrial, commercial, residential, records management and data centre sectors.

Over the last 20 years, Lysander has worked closely with our clients to gain in-depth knowledge of their businesses. Our remit extends beyond the traditional role of a consultant, to understanding and helping clients achieve their business objectives. With robust leadership and collaborative team-working, we maximise opportunity and efficiency throughout the whole property lifecycle.

We undertake projects across Europe, Middle East, Africa and Asia from our offices in the UK and Europe, employing multi-lingual technical experts. The business continues to grow with our clients, but we retain the ethos and mentality of an entrepreneurial and responsive team.

We have an enviable record of delivering world-class projects. We firmly believe that this success has been through the development of close relationships with our valued clients and network of other professionals, to be able to give timely, considered and accurate advice on each and every project.",Lysander,86,50 - 200,Construction,true,2023-05-14T09:47:31.526Z,null,www.lysander.com,null,null,10M - 50M,Play News,"[""Google Tag Manager"",""WordPress""]",9742,2000
646031634083ee47cba0e2be,2,Optica,active,"Optica is the leading society in optics and photonics. Quality information and inspiring interactions through publications, meetings, and membership.",United States,2023-03-26T00:00:00.000Z,2023-04-06T00:00:00.000Z,"Optica is the leading society in optics and photonics. Quality information and inspiring interactions through publications, meetings, and membership.",OPTICAL SOCIETY OF AMERICA INC,182,50 - 200,Education Management,true,2023-05-14T09:47:37.304Z,38.910236,www.optica.org,-77.04518,44822731,10M - 50M,Play News,"[""Google Analytics"",""Google Tag Manager""]",9811,1916
646031694083ee47cba0e2bf,3,draftPros,active,"DraftPros offers an integrated, seamless experience for all our clients’ telecom needs for both wireline (underground, buried,  and aerial cabling) and wireless networks (DAS), Wi-Fi and 4G/LTE. DraftPros delivers Projects on time, on budget and within client quality and safety protocols.

We have positioned ourselves as a leading service provider within the telecommunications industry.

Nationally Certified Minority Owned Engineering, and Construction Firm backed by 20 years of company experience.

At DraftPros, our customers are the base of our success and we enjoy finding creative solutions in the most efficient way possible. By matching our expertise with local and corporate customer needs, we are able to take existing processes and provide fresh perspectives to develop solutions that get returns. Our blend of industry knowledge with unmatched customer service allows us to always finish the project with superior quality, within budget and adhering to set time frames.
Our ultimate goal is to increase value in the wire-line and wireless industries by managing construction investments one project at a time.

Engineering Core Competencies:
   Route selection and feasibility
   Cost studies
   Detailed aerial and buried engineering
   AutoCAD
   Pole loading analysis
   Right-of-Way and Permit Acquisition
   Construction support
   Network documentation and management
   OSP Inspection Services

Construction Core Competencies:
     Underground Cabling:
     Turnkey service for projects of all sizes
     Trenching cable, fiber or conduit 
     Plowing cable, fiber or conduit
     Directional and pneumatic boring
     Blow or pull cable/I.D. into new or existing conduit
     Complete restoration
   
 Aerial Cabling:
     Turnkey service for projects of all sizes
     Strand installation
     Lashing fiber, coax, twisted pair
     Over lashing fiber, coax, twisted pair
     Fiber installation
     Plant extensions and maintenance",United States,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,"DraftPros offers an integrated, seamless experience for all our clients’ telecom needs for both wireline (underground, buried,  and aerial cabling) and wireless networks (DAS), Wi-Fi and 4G/LTE. DraftPros delivers Projects on time, on budget and within client quality and safety protocols.

We have positioned ourselves as a leading service provider within the telecommunications industry.

Nationally Certified Minority Owned Engineering, and Construction Firm backed by 20 years of company experience.

At DraftPros, our customers are the base of our success and we enjoy finding creative solutions in the most efficient way possible. By matching our expertise with local and corporate customer needs, we are able to take existing processes and provide fresh perspectives to develop solutions that get returns. Our blend of industry knowledge with unmatched customer service allows us to always finish the project with superior quality, within budget and adhering to set time frames.
Our ultimate goal is to increase value in the wire-line and wireless industries by managing construction investments one project at a time.

Engineering Core Competencies:
   Route selection and feasibility
   Cost studies
   Detailed aerial and buried engineering
   AutoCAD
   Pole loading analysis
   Right-of-Way and Permit Acquisition
   Construction support
   Network documentation and management
   OSP Inspection Services

Construction Core Competencies:
     Underground Cabling:
     Turnkey service for projects of all sizes
     Trenching cable, fiber or conduit 
     Plowing cable, fiber or conduit
     Directional and pneumatic boring
     Blow or pull cable/I.D. into new or existing conduit
     Complete restoration
   
 Aerial Cabling:
     Turnkey service for projects of all sizes
     Strand installation
     Lashing fiber, coax, twisted pair
     Over lashing fiber, coax, twisted pair
     Fiber installation
     Plant extensions and maintenance","DRAFTPROS, LLC",null,10 - 50,Telecommunications,true,2023-05-14T09:47:40.714Z,25.902515,www.draftpros.com,-80.32782,null,1M - 10M,Play News,"[""MaxCDN""]",11506,2017
6460316f4083ee47cba0e2c0,0,TaxAssistAccountants,active,"TaxAssist Accountants provide tax accountancy services and advice for small businesses in the UK. For year end accounts, bookkeeping, tax return services, VAT and payroll services contact Us on 0800 0523 555",United Kingdom,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,"TaxAssist Accountants provide tax accountancy services and advice for small businesses in the UK. For year end accounts, bookkeeping, tax return services, VAT and payroll services contact Us on 0800 0523 555",TaxAssist Accountants,null,200 - 500,Accounting,true,2023-05-14T09:47:46.498Z,56.007654,www.taxassist.co.uk,-3.784586,null,10M - 50M,Play News,"[""Google Tag Manager""]",12504,1995
646031754083ee47cba0e2c1,0,NormanShutters,active,"With more than 30 years of unwavering passion for quality, Norman Window Fashions is among the worlds largest and well-respected manufacturers of window coverings. Our long-standing commitment to quality and craftsmanship have made us the number one choice for homeowners who demand only the best.

        Through continuous innovation and improvement, we consistently introduce new and innovative products that clearly exceed industry standards. Additionally, optimal product safety and quality is maintained through rigorous testing of raw materials and finished products for color fastness, heat resistance and long-term performance. The result is a superior product that brings you years of beauty and delightful ownership experience.

        Every year, millions of consumers around the world entrust Norman with their homes. No matter what color, size and shape, we have you covered. Start exploring and be inspired by endless Norman possibilities.",United States,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,"With more than 30 years of unwavering passion for quality, Norman Window Fashions is among the worlds largest and well-respected manufacturers of window coverings. Our long-standing commitment to quality and craftsmanship have made us the number one choice for homeowners who demand only the best.

        Through continuous innovation and improvement, we consistently introduce new and innovative products that clearly exceed industry standards. Additionally, optimal product safety and quality is maintained through rigorous testing of raw materials and finished products for color fastness, heat resistance and long-term performance. The result is a superior product that brings you years of beauty and delightful ownership experience.

        Every year, millions of consumers around the world entrust Norman with their homes. No matter what color, size and shape, we have you covered. Start exploring and be inspired by endless Norman possibilities.",Norman USA,null,null,Wholesale,true,2023-05-14T09:47:52.286Z,null,www.normanusa.com,null,null,null,Play News,"[""CloudFlare"",""Google Tag Manager""]",11308,1974
6460317b4083ee47cba0e2c2,3,PineTreeCommercialRealty,active,The retail real estate company for the new era with $3 billion AUM and nearly 200 projects across its 25-year history.,United States,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,The retail real estate company for the new era with $3 billion AUM and nearly 200 projects across its 25-year history.,"Pine Tree Commercial Realty, LLC",108,50 - 200,Real Estate,true,2023-05-14T09:47:58.057Z,42.15182,www.pinetree.com,-87.80133,null,10M - 50M,Play News,"[""Google Analytics"",""MailChimp"",""WordPress""]",11022,1995
646031804083ee47cba0e2c3,0,BergaRecycling,active,"Berga: leader mondial de l'achat et de la revente de produits recyclés en quantité industrielle à l'échelle mondiale. Fibres (kraft, polykraft, etc.), plastiques (EPS, polystyrène, etc.), métaux (boîtes de conserve, aluminium, etc.)",Canada,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,"Berga: leader mondial de l'achat et de la revente de produits recyclés en quantité industrielle à l'échelle mondiale. Fibres (kraft, polykraft, etc.), plastiques (EPS, polystyrène, etc.), métaux (boîtes de conserve, aluminium, etc.)",Berga Recycling Inc.,null,null,null,true,2023-05-14T09:48:03.843Z,null,www.bergarecycling.com,null,null,null,Play News,"[""Google Tag Manager""]",11036,null
646031844083ee47cba0e2c4,null,A&Tgroupofcompanies,null,null,Poland,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,null,null,null,null,null,true,2023-05-14T09:48:09.616Z,null,www.atglobalsolutions.eu,null,null,null,Play News,[],11067,null
6460318a4083ee47cba0e2c5,0,StanleySteemer,active,"Stanley Steemer provides the best floor cleaning services like carpet cleaning, hardwood floor cleaning, tile and grout cleaning, area rug cleaning and more. We also clean air ducts. Find a Stanley Steemer near you and schedule an appointment online today.",null,2023-03-17T00:00:00.000Z,2023-03-28T00:00:00.000Z,"Stanley Steemer provides the best floor cleaning services like carpet cleaning, hardwood floor cleaning, tile and grout cleaning, area rug cleaning and more. We also clean air ducts. Find a Stanley Steemer near you and schedule an appointment online today.",Stanley Steemer,null,null,null,true,2023-05-14T09:48:13.033Z,null,www.stanleysteemer.com,null,null,null,Play News,"[""Google Tag Manager""]",11052,null
646031904083ee47cba0e2c6,0,RoyalDirkzwager,active,"As ‘the maritime information and service provider’ Royal Dirkzwager has been expanding the area of operation year by year. We gather, process and deliver valuable data and information by means of modern communication techniques and personal attention. We provide a complete package of services to support the entire port community on the cutting edge of safety and efficiency – 24 hours a day, 7 days a week. 

The power of an information and service provider like Royal Dirkzwager is achieved through a unique combination of maritime expertise, in depth knowledge of nautical and port processes and ICT capabilities. This combination of qualities makes Royal Dirkzwager a partner that will add value to your business. Royal Dirkzwager links together all the shackles of the maritime chain and provides the port community the possibility to profit from the strength of others, we call this ""Setting synergy in motion"".",Netherlands,2023-03-13T00:00:00.000Z,2023-03-16T00:00:00.000Z,"As ‘the maritime information and service provider’ Royal Dirkzwager has been expanding the area of operation year by year. We gather, process and deliver valuable data and information by means of modern communication techniques and personal attention. We provide a complete package of services to support the entire port community on the cutting edge of safety and efficiency – 24 hours a day, 7 days a week. 

The power of an information and service provider like Royal Dirkzwager is achieved through a unique combination of maritime expertise, in depth knowledge of nautical and port processes and ICT capabilities. This combination of qualities makes Royal Dirkzwager a partner that will add value to your business. Royal Dirkzwager links together all the shackles of the maritime chain and provides the port community the possibility to profit from the strength of others, we call this ""Setting synergy in motion"".",Royal Dirkzwager,null,50 - 200,Maritime,true,2023-05-14T09:48:18.818Z,null,www.dirkzwager.com,null,null,10M - 50M,Play News,"[""Google Tag Manager"",""WordPress""]",11887,1872
646031954083ee47cba0e2c7,0,RussellFinex,active,"Russell Finex Ltd | 3,240 followers on LinkedIn. Global Sieving & Filtration Specialists | Global Sieving and Filtration Specialists

Russell Finex assure and enhance the reputation of companies in almost every process industry throughout the world. We achieve this by manufacturing and supplying sieves and filters to improve your product quality and ensure your powders and liquids are free from contamination.

If your business is in adhesives, ceramics, chemicals, colors, enamels, explosives, food, inks, latex, metal powders, paint, paper coatings, pharmaceuticals, plastisols, powder coating, waste oils, then contact Russell Finex to improve the quality of your products and increase your business.",United Kingdom,2023-03-10T00:00:00.000Z,2023-03-18T00:00:00.000Z,"Russell Finex Ltd | 3,240 followers on LinkedIn. Global Sieving & Filtration Specialists | Global Sieving and Filtration Specialists

Russell Finex assure and enhance the reputation of companies in almost every process industry throughout the world. We achieve this by manufacturing and supplying sieves and filters to improve your product quality and ensure your powders and liquids are free from contamination.

If your business is in adhesives, ceramics, chemicals, colors, enamels, explosives, food, inks, latex, metal powders, paint, paper coatings, pharmaceuticals, plastisols, powder coating, waste oils, then contact Russell Finex to improve the quality of your products and increase your business.","Russell Finex, Ltd.",null,200 - 500,Machinery,true,2023-05-14T09:48:24.587Z,null,www.russellfinex.com,null,null,10M - 50M,Play News,"[""CloudFlare"",""Google Analytics"",""Google DoubleClick"",""Google Tag Manager""]",12483,1934
6460319b4083ee47cba0e2c8,0,SecureWrap,active,Worldwide leader in Baggage Protection Service for air travelers. Airport luggage wrapping service.,United States,2023-03-10T00:00:00.000Z,2023-03-19T00:00:00.000Z,Worldwide leader in Baggage Protection Service for air travelers. Airport luggage wrapping service.,Homyn Enterprises Corp.,null,10 - 50,Transportation/Trucking/Railroad,true,2023-05-14T09:48:30.375Z,25.802137,www.securewrap.com,-80.26254,null,1M - 10M,Play News,"[""Google Analytics"",""MaxCDN"",""WordPress""]",12440,1989
646031a14083ee47cba0e2c9,0,Leemock,active,"서울특별시 강남구 도곡동 위치, 지적재산권 전문업체, 특허, 실용신안, 저작권 등 안내.","Korea, Republic of",2023-03-10T00:00:00.000Z,2023-03-20T00:00:00.000Z,"서울특별시 강남구 도곡동 위치, 지적재산권 전문업체, 특허, 실용신안, 저작권 등 안내.","Y.P.Lee, Mock & Partners",null,null,null,true,2023-05-14T09:48:36.158Z,null,www.leemock.com,null,null,null,Play News,[],13780,null
646031a74083ee47cba0e2ca,1,RealPro,active,"Real Pro specializes in Investment Real Estate and Private Lending. We make buying, selling, rehabbing, management easy and profitable. Our clients rely on our deep knowledge of the market and investment functions. Our main goal is to increase your income.",United States,2023-03-10T00:00:00.000Z,2023-03-20T00:00:00.000Z,"Real Pro specializes in Investment Real Estate and Private Lending. We make buying, selling, rehabbing, management easy and profitable. Our clients rely on our deep knowledge of the market and investment functions. Our main goal is to increase your income.","REALPRO, INC.",null,10 - 50,Real Estate,true,2023-05-14T09:48:41.927Z,26.169064,www.realpro.com,-80.10174,null,1M - 10M,Play News,"[""Google Analytics""]",11830,2000
646031ad4083ee47cba0e2cb,6,Oakland,active,"Incorporated in 1852, Oakland is the eighth largest city in California, with an estimated population of 425,000 and a wealth of resources and opportunities. Located on the east side of the San Francisco Bay, Oakland is bordered by 19 miles of coastline to the west and rolling hills to the east, which provide unparalleled vistas of the Bay and the Pacific Ocean.",United States,2023-03-01T00:00:00.000Z,2023-03-04T00:00:00.000Z,"Incorporated in 1852, Oakland is the eighth largest city in California, with an estimated population of 425,000 and a wealth of resources and opportunities. Located on the east side of the San Francisco Bay, Oakland is bordered by 19 miles of coastline to the west and rolling hills to the east, which provide unparalleled vistas of the Bay and the Pacific Ocean.",City of Oakland,null,null,Government Administration,true,2023-05-14T09:48:47.697Z,null,www.oaklandca.gov,null,37000,0 - 1M,Play News,"[""Amazon AWS S3"",""Google Tag Manager"",""WordPress""]",13558,1852
646031b24083ee47cba0e2cc,0,InProelectric,active,"InPro electric is a leading provider of electrical engineering services for production automation.
We automate processes in a variety of areas of production, assembly and logistics. 

Our core business is automation technology for the automotive industry and specialize in welding and assembly, including control engineering and robot programming. We are present at all significant production locations worldwide and set the highest quality standards. We work independently of the manufacturer as regards control engineering and robot programming and have more than 500 employees with remarkable flexibility in providing the necessary resources.",Germany,2023-02-21T00:00:00.000Z,2023-02-25T00:00:00.000Z,"InPro electric is a leading provider of electrical engineering services for production automation.
We automate processes in a variety of areas of production, assembly and logistics. 

Our core business is automation technology for the automotive industry and specialize in welding and assembly, including control engineering and robot programming. We are present at all significant production locations worldwide and set the highest quality standards. We work independently of the manufacturer as regards control engineering and robot programming and have more than 500 employees with remarkable flexibility in providing the necessary resources.",InPro electric GmbH,231,200 - 500,Construction,true,2023-05-14T09:48:53.461Z,null,www.inpro-electric.de,null,null,10M - 50M,Play News,"[""WordPress""]",15566,1993
646031b84083ee47cba0e2cd,0,EnergiePoolSchweiz,active,"Energie Pool Schweiz AG (EnergiePool) ist die führende, unabhängige Dienstleistungsplattform mit den Kompetenzen und Informatik Systemen für den liberalisierten Strommarkt Schweiz. 

Schweizer Energieversorgungsunternehmen und Firmen bieten wir Lösungen aus den Ressorts Energielogistik, Energiewirtschaft, Netzwirtschaft  und Beratung an. Wir sind in allen Regionen der Schweiz präsent, in Neuenburg mit einem Büro für die Suisse Romand.",Switzerland,2023-02-14T00:00:00.000Z,2023-02-20T00:00:00.000Z,"Energie Pool Schweiz AG (EnergiePool) ist die führende, unabhängige Dienstleistungsplattform mit den Kompetenzen und Informatik Systemen für den liberalisierten Strommarkt Schweiz. 

Schweizer Energieversorgungsunternehmen und Firmen bieten wir Lösungen aus den Ressorts Energielogistik, Energiewirtschaft, Netzwirtschaft  und Beratung an. Wir sind in allen Regionen der Schweiz präsent, in Neuenburg mit einem Büro für die Suisse Romand.",Energie Pool Schweiz AG,10,1 - 10,Utilities,true,2023-05-14T09:48:59.250Z,null,www.energie-pool.ch,null,null,1M - 10M,Play News,"[""WooCommerce"",""WordPress""]",17359,2006
